task_id,prompt_label,candidate_index,model
C10,C10_Q04_Accuracy,2,DeepSeek
C10,C10_Q04_Accuracy,3,Flash
C10,C10_Q04_Accuracy,4,Gemini
C10,C10_Q05_Sentimentmatch,1,Gemini
C10,C10_Q05_Sentimentmatch,2,Flash
C10,C10_Q05_Sentimentmatch,3,DeepSeek
C10,C10_Q05_Sentimentmatch,4,Qwen
C10,C10_Q06_Motivationaltone,1,DeepSeek
C10,C10_Q06_Motivationaltone,2,Gemini
C10,C10_Q06_Motivationaltone,3,Qwen
C10,C10_Q06_Motivationaltone,4,Flash
C10,C10_Q07_Constructiveness,1,Qwen
C10,C10_Q07_Constructiveness,2,DeepSeek
C10,C10_Q07_Constructiveness,3,Flash
C10,C10_Q07_Constructiveness,4,Gemini
C10,C10_Q08_Finalchoice,1,Flash
C10,C10_Q08_Finalchoice,2,Gemini
C10,C10_Q08_Finalchoice,3,Qwen
C10,C10_Q08_Finalchoice,4,DeepSeek
C12,C12_Q01_Fluency,1,Flash
C12,C12_Q01_Fluency,2,Gemini
C12,C12_Q01_Fluency,3,DeepSeek
C12,C12_Q01_Fluency,4,Qwen
C12,C12_Q02_Coherence,1,Qwen
C12,C12_Q02_Coherence,2,DeepSeek
C12,C12_Q02_Coherence,3,Flash
C12,C12_Q02_Coherence,4,Gemini
C12,C12_Q03_Conciseness,1,Gemini
C12,C12_Q03_Conciseness,2,DeepSeek
C12,C12_Q03_Conciseness,3,Qwen
C12,C12_Q03_Conciseness,4,Flash
C12,C12_Q04_Accuracy,1,Gemini
C12,C12_Q04_Accuracy,2,DeepSeek
C12,C12_Q04_Accuracy,3,Flash
C12,C12_Q04_Accuracy,4,Qwen
C12,C12_Q05_Sentimentmatch,1,Flash
C12,C12_Q05_Sentimentmatch,2,DeepSeek
C12,C12_Q05_Sentimentmatch,3,Qwen
C12,C12_Q05_Sentimentmatch,4,Gemini
C12,C12_Q06_Motivationaltone,1,DeepSeek
C12,C12_Q06_Motivationaltone,2,Gemini
C12,C12_Q06_Motivationaltone,3,Flash
C12,C12_Q06_Motivationaltone,4,Qwen
C12,C12_Q07_Constructiveness,1,Qwen
C12,C12_Q07_Constructiveness,2,DeepSeek
C12,C12_Q07_Constructiveness,3,Flash
C12,C12_Q07_Constructiveness,4,Gemini
C12,C12_Q08_Finalchoice,1,Gemini
C12,C12_Q08_Finalchoice,2,Flash
C12,C12_Q08_Finalchoice,3,DeepSeek
C12,C12_Q08_Finalchoice,4,Qwen
C15,C15_Q01_Fluency,1,Qwen
C15,C15_Q01_Fluency,2,DeepSeek
C15,C15_Q01_Fluency,3,Gemini
C15,C15_Q01_Fluency,4,Flash
C15,C15_Q02_Coherence,1,DeepSeek
C15,C15_Q02_Coherence,2,Qwen
C15,C15_Q02_Coherence,3,Gemini
C15,C15_Q02_Coherence,4,Flash
C15,C15_Q03_Conciseness,1,DeepSeek
C15,C15_Q03_Conciseness,2,Flash
C15,C15_Q03_Conciseness,3,Gemini
C15,C15_Q03_Conciseness,4,Qwen
C15,C15_Q04_Accuracy,1,DeepSeek
C15,C15_Q04_Accuracy,2,Qwen
C15,C15_Q04_Accuracy,3,Gemini
C15,C15_Q04_Accuracy,4,Flash
C15,C15_Q05_Sentimentmatch,1,Gemini
C15,C15_Q05_Sentimentmatch,2,Flash
C15,C15_Q05_Sentimentmatch,3,DeepSeek
C15,C15_Q05_Sentimentmatch,4,Qwen
C15,C15_Q06_Motivationaltone,1,Flash
C15,C15_Q06_Motivationaltone,2,DeepSeek
C15,C15_Q06_Motivationaltone,3,Qwen
C15,C15_Q06_Motivationaltone,4,Gemini
C15,C15_Q07_Constructiveness,1,Gemini
C15,C15_Q07_Constructiveness,2,DeepSeek
C15,C15_Q07_Constructiveness,3,Flash
C15,C15_Q07_Constructiveness,4,Qwen
C15,C15_Q08_Finalchoice,1,Gemini
C15,C15_Q08_Finalchoice,2,Flash
C15,C15_Q08_Finalchoice,3,Qwen
C15,C15_Q08_Finalchoice,4,DeepSeek
C18,C18_Q01_Fluency,1,Gemini
C18,C18_Q01_Fluency,2,Flash
C18,C18_Q01_Fluency,3,DeepSeek
C18,C18_Q01_Fluency,4,Qwen
C18,C18_Q02_Coherence,1,Qwen
C18,C18_Q02_Coherence,2,Flash
C18,C18_Q02_Coherence,3,Gemini
C18,C18_Q02_Coherence,4,DeepSeek
C18,C18_Q03_Conciseness,1,Qwen
C18,C18_Q03_Conciseness,2,Flash
C18,C18_Q03_Conciseness,3,Gemini
C18,C18_Q03_Conciseness,4,DeepSeek
C18,C18_Q04_Accuracy,1,Flash
C18,C18_Q04_Accuracy,2,Qwen
C18,C18_Q04_Accuracy,3,Gemini
C18,C18_Q04_Accuracy,4,DeepSeek
C18,C18_Q05_Sentimentmatch,1,Gemini
C18,C18_Q05_Sentimentmatch,2,Flash
C18,C18_Q05_Sentimentmatch,3,Qwen
C18,C18_Q05_Sentimentmatch,4,DeepSeek
C18,C18_Q06_Motivationaltone,1,Flash
C18,C18_Q06_Motivationaltone,2,DeepSeek
C18,C18_Q06_Motivationaltone,3,Qwen
C18,C18_Q06_Motivationaltone,4,Gemini
C18,C18_Q07_Constructiveness,1,Gemini
C18,C18_Q07_Constructiveness,2,DeepSeek
C18,C18_Q07_Constructiveness,3,Qwen
C18,C18_Q07_Constructiveness,4,Flash
C18,C18_Q08_Finalchoice,1,Qwen
C18,C18_Q08_Finalchoice,2,Gemini
C18,C18_Q08_Finalchoice,3,Flash
C18,C18_Q08_Finalchoice,4,DeepSeek
