task_id,prompt_label,candidate_index,model
C6,C6_Q05_Sentimentmatch,3,Gemini
C6,C6_Q05_Sentimentmatch,4,DeepSeek
C6,C6_Q06_Motivationaltone,1,DeepSeek
C6,C6_Q06_Motivationaltone,2,Qwen
C6,C6_Q06_Motivationaltone,3,Gemini
C6,C6_Q06_Motivationaltone,4,Flash
C6,C6_Q07_Constructiveness,1,DeepSeek
C6,C6_Q07_Constructiveness,2,Qwen
C6,C6_Q07_Constructiveness,3,Flash
C6,C6_Q07_Constructiveness,4,Gemini
C6,C6_Q08_Finalchoice,1,Gemini
C6,C6_Q08_Finalchoice,2,DeepSeek
C6,C6_Q08_Finalchoice,3,Flash
C6,C6_Q08_Finalchoice,4,Qwen
C8,C8_Q01_Fluency,1,Gemini
C8,C8_Q01_Fluency,2,Qwen
C8,C8_Q01_Fluency,3,DeepSeek
C8,C8_Q01_Fluency,4,Flash
C8,C8_Q02_Coherence,1,Qwen
C8,C8_Q02_Coherence,2,Gemini
C8,C8_Q02_Coherence,3,DeepSeek
C8,C8_Q02_Coherence,4,Flash
C8,C8_Q03_Conciseness,1,Qwen
C8,C8_Q03_Conciseness,2,Gemini
C8,C8_Q03_Conciseness,3,Flash
C8,C8_Q03_Conciseness,4,DeepSeek
C8,C8_Q04_Accuracy,1,Qwen
C8,C8_Q04_Accuracy,2,DeepSeek
C8,C8_Q04_Accuracy,3,Flash
C8,C8_Q04_Accuracy,4,Gemini
C8,C8_Q05_Sentimentmatch,1,Gemini
C8,C8_Q05_Sentimentmatch,2,Flash
C8,C8_Q05_Sentimentmatch,3,DeepSeek
C8,C8_Q05_Sentimentmatch,4,Qwen
C8,C8_Q06_Motivationaltone,1,DeepSeek
C8,C8_Q06_Motivationaltone,2,Gemini
C8,C8_Q06_Motivationaltone,3,Qwen
C8,C8_Q06_Motivationaltone,4,Flash
C8,C8_Q07_Constructiveness,1,Qwen
C8,C8_Q07_Constructiveness,2,DeepSeek
C8,C8_Q07_Constructiveness,3,Flash
C8,C8_Q07_Constructiveness,4,Gemini
C8,C8_Q08_Finalchoice,1,Flash
C8,C8_Q08_Finalchoice,2,Gemini
C8,C8_Q08_Finalchoice,3,Qwen
C8,C8_Q08_Finalchoice,4,DeepSeek
C11,C11_Q01_Fluency,1,Flash
C11,C11_Q01_Fluency,2,Gemini
C11,C11_Q01_Fluency,3,DeepSeek
C11,C11_Q01_Fluency,4,Qwen
C11,C11_Q02_Coherence,1,Qwen
C11,C11_Q02_Coherence,2,DeepSeek
C11,C11_Q02_Coherence,3,Flash
C11,C11_Q02_Coherence,4,Gemini
C11,C11_Q03_Conciseness,1,Gemini
C11,C11_Q03_Conciseness,2,DeepSeek
C11,C11_Q03_Conciseness,3,Qwen
C11,C11_Q03_Conciseness,4,Flash
C11,C11_Q04_Accuracy,1,Gemini
C11,C11_Q04_Accuracy,2,DeepSeek
C11,C11_Q04_Accuracy,3,Flash
C11,C11_Q04_Accuracy,4,Qwen
C11,C11_Q05_Sentimentmatch,1,Flash
C11,C11_Q05_Sentimentmatch,2,DeepSeek
C11,C11_Q05_Sentimentmatch,3,Qwen
C11,C11_Q05_Sentimentmatch,4,Gemini
C11,C11_Q06_Motivationaltone,1,DeepSeek
C11,C11_Q06_Motivationaltone,2,Gemini
C11,C11_Q06_Motivationaltone,3,Flash
C11,C11_Q06_Motivationaltone,4,Qwen
C11,C11_Q07_Constructiveness,1,Qwen
C11,C11_Q07_Constructiveness,2,DeepSeek
C11,C11_Q07_Constructiveness,3,Flash
C11,C11_Q07_Constructiveness,4,Gemini
C11,C11_Q08_Finalchoice,1,Gemini
C11,C11_Q08_Finalchoice,2,Flash
C11,C11_Q08_Finalchoice,3,DeepSeek
C11,C11_Q08_Finalchoice,4,Qwen
C16,C16_Q01_Fluency,1,Qwen
C16,C16_Q01_Fluency,2,DeepSeek
C16,C16_Q01_Fluency,3,Gemini
C16,C16_Q01_Fluency,4,Flash
C16,C16_Q02_Coherence,1,DeepSeek
C16,C16_Q02_Coherence,2,Qwen
C16,C16_Q02_Coherence,3,Gemini
C16,C16_Q02_Coherence,4,Flash
C16,C16_Q03_Conciseness,1,DeepSeek
C16,C16_Q03_Conciseness,2,Flash
C16,C16_Q03_Conciseness,3,Gemini
C16,C16_Q03_Conciseness,4,Qwen
C16,C16_Q04_Accuracy,1,DeepSeek
C16,C16_Q04_Accuracy,2,Qwen
C16,C16_Q04_Accuracy,3,Gemini
C16,C16_Q04_Accuracy,4,Flash
C16,C16_Q05_Sentimentmatch,1,Gemini
C16,C16_Q05_Sentimentmatch,2,Flash
C16,C16_Q05_Sentimentmatch,3,DeepSeek
C16,C16_Q05_Sentimentmatch,4,Qwen
C16,C16_Q06_Motivationaltone,1,Flash
C16,C16_Q06_Motivationaltone,2,DeepSeek
C16,C16_Q06_Motivationaltone,3,Qwen
C16,C16_Q06_Motivationaltone,4,Gemini
C16,C16_Q07_Constructiveness,1,Gemini
C16,C16_Q07_Constructiveness,2,DeepSeek
C16,C16_Q07_Constructiveness,3,Flash
C16,C16_Q07_Constructiveness,4,Qwen
C16,C16_Q08_Finalchoice,1,Gemini
C16,C16_Q08_Finalchoice,2,Flash
C16,C16_Q08_Finalchoice,3,Qwen
C16,C16_Q08_Finalchoice,4,DeepSeek
C17,C17_Q01_Fluency,1,Gemini
C17,C17_Q01_Fluency,2,Flash
C17,C17_Q01_Fluency,3,DeepSeek
C17,C17_Q01_Fluency,4,Qwen
C17,C17_Q02_Coherence,1,Qwen
C17,C17_Q02_Coherence,2,Flash
C17,C17_Q02_Coherence,3,Gemini
C17,C17_Q02_Coherence,4,DeepSeek
C17,C17_Q03_Conciseness,1,Qwen
C17,C17_Q03_Conciseness,2,Flash
C17,C17_Q03_Conciseness,3,Gemini
C17,C17_Q03_Conciseness,4,DeepSeek
C17,C17_Q04_Accuracy,1,Flash
C17,C17_Q04_Accuracy,2,Qwen
C17,C17_Q04_Accuracy,3,Gemini
C17,C17_Q04_Accuracy,4,DeepSeek
C17,C17_Q05_Sentimentmatch,1,Gemini
C17,C17_Q05_Sentimentmatch,2,Flash
C17,C17_Q05_Sentimentmatch,3,Qwen
C17,C17_Q05_Sentimentmatch,4,DeepSeek
C17,C17_Q06_Motivationaltone,1,Flash
C17,C17_Q06_Motivationaltone,2,DeepSeek
C17,C17_Q06_Motivationaltone,3,Qwen
C17,C17_Q06_Motivationaltone,4,Gemini
C17,C17_Q07_Constructiveness,1,Gemini
C17,C17_Q07_Constructiveness,2,DeepSeek
C17,C17_Q07_Constructiveness,3,Qwen
C17,C17_Q07_Constructiveness,4,Flash
C17,C17_Q08_Finalchoice,1,Qwen
C17,C17_Q08_Finalchoice,2,Gemini
C17,C17_Q08_Finalchoice,3,Flash
C17,C17_Q08_Finalchoice,4,DeepSeek
