task_id,prompt_label,candidate_index,model
C7,C7_Q03_Conciseness,2,Gemini
C7,C7_Q03_Conciseness,3,Flash
C7,C7_Q03_Conciseness,4,DeepSeek
C7,C7_Q04_Accuracy,1,Qwen
C7,C7_Q04_Accuracy,2,DeepSeek
C7,C7_Q04_Accuracy,3,Flash
C7,C7_Q04_Accuracy,4,Gemini
C7,C7_Q05_Sentimentmatch,1,Gemini
C7,C7_Q05_Sentimentmatch,2,Flash
C7,C7_Q05_Sentimentmatch,3,DeepSeek
C7,C7_Q05_Sentimentmatch,4,Qwen
C7,C7_Q06_Motivationaltone,1,DeepSeek
C7,C7_Q06_Motivationaltone,2,Gemini
C7,C7_Q06_Motivationaltone,3,Qwen
C7,C7_Q06_Motivationaltone,4,Flash
C7,C7_Q07_Constructiveness,1,Qwen
C7,C7_Q07_Constructiveness,2,DeepSeek
C7,C7_Q07_Constructiveness,3,Flash
C7,C7_Q07_Constructiveness,4,Gemini
C7,C7_Q08_Finalchoice,1,Flash
C7,C7_Q08_Finalchoice,2,Gemini
C7,C7_Q08_Finalchoice,3,Qwen
C7,C7_Q08_Finalchoice,4,DeepSeek
C9,C9_Q01_Fluency,1,Flash
C9,C9_Q01_Fluency,2,Gemini
C9,C9_Q01_Fluency,3,DeepSeek
C9,C9_Q01_Fluency,4,Qwen
C9,C9_Q02_Coherence,1,Qwen
C9,C9_Q02_Coherence,2,DeepSeek
C9,C9_Q02_Coherence,3,Flash
C9,C9_Q02_Coherence,4,Gemini
C9,C9_Q03_Conciseness,1,Gemini
C9,C9_Q03_Conciseness,2,DeepSeek
C9,C9_Q03_Conciseness,3,Qwen
C9,C9_Q03_Conciseness,4,Flash
C9,C9_Q04_Accuracy,1,Gemini
C9,C9_Q04_Accuracy,2,DeepSeek
C9,C9_Q04_Accuracy,3,Flash
C9,C9_Q04_Accuracy,4,Qwen
C9,C9_Q05_Sentimentmatch,1,Flash
C9,C9_Q05_Sentimentmatch,2,DeepSeek
C9,C9_Q05_Sentimentmatch,3,Qwen
C9,C9_Q05_Sentimentmatch,4,Gemini
C9,C9_Q06_Motivationaltone,1,DeepSeek
C9,C9_Q06_Motivationaltone,2,Gemini
C9,C9_Q06_Motivationaltone,3,Flash
C9,C9_Q06_Motivationaltone,4,Qwen
C9,C9_Q07_Constructiveness,1,Qwen
C9,C9_Q07_Constructiveness,2,DeepSeek
C9,C9_Q07_Constructiveness,3,Flash
C9,C9_Q07_Constructiveness,4,Gemini
C9,C9_Q08_Finalchoice,1,Gemini
C9,C9_Q08_Finalchoice,2,Flash
C9,C9_Q08_Finalchoice,3,DeepSeek
C9,C9_Q08_Finalchoice,4,Qwen
C16,C16_Q01_Fluency,1,Qwen
C16,C16_Q01_Fluency,2,DeepSeek
C16,C16_Q01_Fluency,3,Gemini
C16,C16_Q01_Fluency,4,Flash
C16,C16_Q02_Coherence,1,DeepSeek
C16,C16_Q02_Coherence,2,Qwen
C16,C16_Q02_Coherence,3,Gemini
C16,C16_Q02_Coherence,4,Flash
C16,C16_Q03_Conciseness,1,DeepSeek
C16,C16_Q03_Conciseness,2,Flash
C16,C16_Q03_Conciseness,3,Gemini
C16,C16_Q03_Conciseness,4,Qwen
C16,C16_Q04_Accuracy,1,DeepSeek
C16,C16_Q04_Accuracy,2,Qwen
C16,C16_Q04_Accuracy,3,Gemini
C16,C16_Q04_Accuracy,4,Flash
C16,C16_Q05_Sentimentmatch,1,Gemini
C16,C16_Q05_Sentimentmatch,2,Flash
C16,C16_Q05_Sentimentmatch,3,DeepSeek
C16,C16_Q05_Sentimentmatch,4,Qwen
C16,C16_Q06_Motivationaltone,1,Flash
C16,C16_Q06_Motivationaltone,2,DeepSeek
C16,C16_Q06_Motivationaltone,3,Qwen
C16,C16_Q06_Motivationaltone,4,Gemini
C16,C16_Q07_Constructiveness,1,Gemini
C16,C16_Q07_Constructiveness,2,DeepSeek
C16,C16_Q07_Constructiveness,3,Flash
C16,C16_Q07_Constructiveness,4,Qwen
C16,C16_Q08_Finalchoice,1,Gemini
C16,C16_Q08_Finalchoice,2,Flash
C16,C16_Q08_Finalchoice,3,Qwen
C16,C16_Q08_Finalchoice,4,DeepSeek
C18,C18_Q01_Fluency,1,Gemini
C18,C18_Q01_Fluency,2,Flash
C18,C18_Q01_Fluency,3,DeepSeek
C18,C18_Q01_Fluency,4,Qwen
C18,C18_Q02_Coherence,1,Qwen
C18,C18_Q02_Coherence,2,Flash
C18,C18_Q02_Coherence,3,Gemini
C18,C18_Q02_Coherence,4,DeepSeek
C18,C18_Q03_Conciseness,1,Qwen
C18,C18_Q03_Conciseness,2,Flash
C18,C18_Q03_Conciseness,3,Gemini
C18,C18_Q03_Conciseness,4,DeepSeek
C18,C18_Q04_Accuracy,1,Flash
C18,C18_Q04_Accuracy,2,Qwen
C18,C18_Q04_Accuracy,3,Gemini
C18,C18_Q04_Accuracy,4,DeepSeek
C18,C18_Q05_Sentimentmatch,1,Gemini
C18,C18_Q05_Sentimentmatch,2,Flash
C18,C18_Q05_Sentimentmatch,3,Qwen
C18,C18_Q05_Sentimentmatch,4,DeepSeek
C18,C18_Q06_Motivationaltone,1,Flash
C18,C18_Q06_Motivationaltone,2,DeepSeek
C18,C18_Q06_Motivationaltone,3,Qwen
C18,C18_Q06_Motivationaltone,4,Gemini
C18,C18_Q07_Constructiveness,1,Gemini
C18,C18_Q07_Constructiveness,2,DeepSeek
C18,C18_Q07_Constructiveness,3,Qwen
C18,C18_Q07_Constructiveness,4,Flash
C18,C18_Q08_Finalchoice,1,Qwen
C18,C18_Q08_Finalchoice,2,Gemini
C18,C18_Q08_Finalchoice,3,Flash
C18,C18_Q08_Finalchoice,4,DeepSeek
