task_id,prompt_label,candidate_index,model
B8,B8_Q04_Accuracy,2,DeepSeek
B8,B8_Q04_Accuracy,3,Flash
B8,B8_Q04_Accuracy,4,Gemini
B8,B8_Q05_Sentimentmatch,1,Gemini
B8,B8_Q05_Sentimentmatch,2,Flash
B8,B8_Q05_Sentimentmatch,3,DeepSeek
B8,B8_Q05_Sentimentmatch,4,Qwen
B8,B8_Q06_Motivationaltone,1,DeepSeek
B8,B8_Q06_Motivationaltone,2,Gemini
B8,B8_Q06_Motivationaltone,3,Qwen
B8,B8_Q06_Motivationaltone,4,Flash
B8,B8_Q07_Constructiveness,1,Qwen
B8,B8_Q07_Constructiveness,2,DeepSeek
B8,B8_Q07_Constructiveness,3,Flash
B8,B8_Q07_Constructiveness,4,Gemini
B8,B8_Q08_Finalchoice,1,Flash
B8,B8_Q08_Finalchoice,2,Gemini
B8,B8_Q08_Finalchoice,3,Qwen
B8,B8_Q08_Finalchoice,4,DeepSeek
B10,B10_Q01_Fluency,1,Flash
B10,B10_Q01_Fluency,2,Gemini
B10,B10_Q01_Fluency,3,DeepSeek
B10,B10_Q01_Fluency,4,Qwen
B10,B10_Q02_Coherence,1,Qwen
B10,B10_Q02_Coherence,2,DeepSeek
B10,B10_Q02_Coherence,3,Flash
B10,B10_Q02_Coherence,4,Gemini
B10,B10_Q03_Conciseness,1,Gemini
B10,B10_Q03_Conciseness,2,DeepSeek
B10,B10_Q03_Conciseness,3,Qwen
B10,B10_Q03_Conciseness,4,Flash
B10,B10_Q04_Accuracy,1,Gemini
B10,B10_Q04_Accuracy,2,DeepSeek
B10,B10_Q04_Accuracy,3,Flash
B10,B10_Q04_Accuracy,4,Qwen
B10,B10_Q05_Sentimentmatch,1,Flash
B10,B10_Q05_Sentimentmatch,2,DeepSeek
B10,B10_Q05_Sentimentmatch,3,Qwen
B10,B10_Q05_Sentimentmatch,4,Gemini
B10,B10_Q06_Motivationaltone,1,DeepSeek
B10,B10_Q06_Motivationaltone,2,Gemini
B10,B10_Q06_Motivationaltone,3,Flash
B10,B10_Q06_Motivationaltone,4,Qwen
B10,B10_Q07_Constructiveness,1,Qwen
B10,B10_Q07_Constructiveness,2,DeepSeek
B10,B10_Q07_Constructiveness,3,Flash
B10,B10_Q07_Constructiveness,4,Gemini
B10,B10_Q08_Finalchoice,1,Gemini
B10,B10_Q08_Finalchoice,2,Flash
B10,B10_Q08_Finalchoice,3,DeepSeek
B10,B10_Q08_Finalchoice,4,Qwen
B15,B15_Q01_Fluency,1,Qwen
B15,B15_Q01_Fluency,2,DeepSeek
B15,B15_Q01_Fluency,3,Gemini
B15,B15_Q01_Fluency,4,Flash
B15,B15_Q02_Coherence,1,DeepSeek
B15,B15_Q02_Coherence,2,Qwen
B15,B15_Q02_Coherence,3,Gemini
B15,B15_Q02_Coherence,4,Flash
B15,B15_Q03_Conciseness,1,DeepSeek
B15,B15_Q03_Conciseness,2,Flash
B15,B15_Q03_Conciseness,3,Gemini
B15,B15_Q03_Conciseness,4,Qwen
B15,B15_Q04_Accuracy,1,DeepSeek
B15,B15_Q04_Accuracy,2,Qwen
B15,B15_Q04_Accuracy,3,Gemini
B15,B15_Q04_Accuracy,4,Flash
B15,B15_Q05_Sentimentmatch,1,Gemini
B15,B15_Q05_Sentimentmatch,2,Flash
B15,B15_Q05_Sentimentmatch,3,DeepSeek
B15,B15_Q05_Sentimentmatch,4,Qwen
B15,B15_Q06_Motivationaltone,1,Flash
B15,B15_Q06_Motivationaltone,2,DeepSeek
B15,B15_Q06_Motivationaltone,3,Qwen
B15,B15_Q06_Motivationaltone,4,Gemini
B15,B15_Q07_Constructiveness,1,Gemini
B15,B15_Q07_Constructiveness,2,DeepSeek
B15,B15_Q07_Constructiveness,3,Flash
B15,B15_Q07_Constructiveness,4,Qwen
B15,B15_Q08_Finalchoice,1,Gemini
B15,B15_Q08_Finalchoice,2,Flash
B15,B15_Q08_Finalchoice,3,Qwen
B15,B15_Q08_Finalchoice,4,DeepSeek
B16,B16_Q01_Fluency,1,Gemini
B16,B16_Q01_Fluency,2,Flash
B16,B16_Q01_Fluency,3,DeepSeek
B16,B16_Q01_Fluency,4,Qwen
B16,B16_Q02_Coherence,1,Qwen
B16,B16_Q02_Coherence,2,Flash
B16,B16_Q02_Coherence,3,Gemini
B16,B16_Q02_Coherence,4,DeepSeek
B16,B16_Q03_Conciseness,1,Qwen
B16,B16_Q03_Conciseness,2,Flash
B16,B16_Q03_Conciseness,3,Gemini
B16,B16_Q03_Conciseness,4,DeepSeek
B16,B16_Q04_Accuracy,1,Flash
B16,B16_Q04_Accuracy,2,Qwen
B16,B16_Q04_Accuracy,3,Gemini
B16,B16_Q04_Accuracy,4,DeepSeek
B16,B16_Q05_Sentimentmatch,1,Gemini
B16,B16_Q05_Sentimentmatch,2,Flash
B16,B16_Q05_Sentimentmatch,3,Qwen
B16,B16_Q05_Sentimentmatch,4,DeepSeek
B16,B16_Q06_Motivationaltone,1,Flash
B16,B16_Q06_Motivationaltone,2,DeepSeek
B16,B16_Q06_Motivationaltone,3,Qwen
B16,B16_Q06_Motivationaltone,4,Gemini
B16,B16_Q07_Constructiveness,1,Gemini
B16,B16_Q07_Constructiveness,2,DeepSeek
B16,B16_Q07_Constructiveness,3,Qwen
B16,B16_Q07_Constructiveness,4,Flash
B16,B16_Q08_Finalchoice,1,Qwen
B16,B16_Q08_Finalchoice,2,Gemini
B16,B16_Q08_Finalchoice,3,Flash
B16,B16_Q08_Finalchoice,4,DeepSeek
