task_id,prompt_label,candidate_index,model
B12,B12_Q08_Finalchoice,2,Flash
B12,B12_Q08_Finalchoice,3,DeepSeek
B12,B12_Q08_Finalchoice,4,Qwen
B14,B14_Q01_Fluency,1,Qwen
B14,B14_Q01_Fluency,2,DeepSeek
B14,B14_Q01_Fluency,3,Gemini
B14,B14_Q01_Fluency,4,Flash
B14,B14_Q02_Coherence,1,DeepSeek
B14,B14_Q02_Coherence,2,Qwen
B14,B14_Q02_Coherence,3,Gemini
B14,B14_Q02_Coherence,4,Flash
B14,B14_Q03_Conciseness,1,DeepSeek
B14,B14_Q03_Conciseness,2,Flash
B14,B14_Q03_Conciseness,3,Gemini
B14,B14_Q03_Conciseness,4,Qwen
B14,B14_Q04_Accuracy,1,DeepSeek
B14,B14_Q04_Accuracy,2,Qwen
B14,B14_Q04_Accuracy,3,Gemini
B14,B14_Q04_Accuracy,4,Flash
B14,B14_Q05_Sentimentmatch,1,Gemini
B14,B14_Q05_Sentimentmatch,2,Flash
B14,B14_Q05_Sentimentmatch,3,DeepSeek
B14,B14_Q05_Sentimentmatch,4,Qwen
B14,B14_Q06_Motivationaltone,1,Flash
B14,B14_Q06_Motivationaltone,2,DeepSeek
B14,B14_Q06_Motivationaltone,3,Qwen
B14,B14_Q06_Motivationaltone,4,Gemini
B14,B14_Q07_Constructiveness,1,Gemini
B14,B14_Q07_Constructiveness,2,DeepSeek
B14,B14_Q07_Constructiveness,3,Flash
B14,B14_Q07_Constructiveness,4,Qwen
B14,B14_Q08_Finalchoice,1,Gemini
B14,B14_Q08_Finalchoice,2,Flash
B14,B14_Q08_Finalchoice,3,Qwen
B14,B14_Q08_Finalchoice,4,DeepSeek
B18,B18_Q01_Fluency,1,Gemini
B18,B18_Q01_Fluency,2,Flash
B18,B18_Q01_Fluency,3,DeepSeek
B18,B18_Q01_Fluency,4,Qwen
B18,B18_Q02_Coherence,1,Qwen
B18,B18_Q02_Coherence,2,Flash
B18,B18_Q02_Coherence,3,Gemini
B18,B18_Q02_Coherence,4,DeepSeek
B18,B18_Q03_Conciseness,1,Qwen
B18,B18_Q03_Conciseness,2,Flash
B18,B18_Q03_Conciseness,3,Gemini
B18,B18_Q03_Conciseness,4,DeepSeek
B18,B18_Q04_Accuracy,1,Flash
B18,B18_Q04_Accuracy,2,Qwen
B18,B18_Q04_Accuracy,3,Gemini
B18,B18_Q04_Accuracy,4,DeepSeek
B18,B18_Q05_Sentimentmatch,1,Gemini
B18,B18_Q05_Sentimentmatch,2,Flash
B18,B18_Q05_Sentimentmatch,3,Qwen
B18,B18_Q05_Sentimentmatch,4,DeepSeek
B18,B18_Q06_Motivationaltone,1,Flash
B18,B18_Q06_Motivationaltone,2,DeepSeek
B18,B18_Q06_Motivationaltone,3,Qwen
B18,B18_Q06_Motivationaltone,4,Gemini
B18,B18_Q07_Constructiveness,1,Gemini
B18,B18_Q07_Constructiveness,2,DeepSeek
B18,B18_Q07_Constructiveness,3,Qwen
B18,B18_Q07_Constructiveness,4,Flash
B18,B18_Q08_Finalchoice,1,Qwen
B18,B18_Q08_Finalchoice,2,Gemini
B18,B18_Q08_Finalchoice,3,Flash
B18,B18_Q08_Finalchoice,4,DeepSeek
