task_id,prompt_label,candidate_index,model
A8,A8_Q02_Coherence,2,Gemini
A8,A8_Q02_Coherence,3,DeepSeek
A8,A8_Q02_Coherence,4,Flash
A8,A8_Q03_Conciseness,1,Qwen
A8,A8_Q03_Conciseness,2,Gemini
A8,A8_Q03_Conciseness,3,Flash
A8,A8_Q03_Conciseness,4,DeepSeek
A8,A8_Q04_Accuracy,1,Qwen
A8,A8_Q04_Accuracy,2,DeepSeek
A8,A8_Q04_Accuracy,3,Flash
A8,A8_Q04_Accuracy,4,Gemini
A8,A8_Q05_Sentimentmatch,1,Gemini
A8,A8_Q05_Sentimentmatch,2,Flash
A8,A8_Q05_Sentimentmatch,3,DeepSeek
A8,A8_Q05_Sentimentmatch,4,Qwen
A8,A8_Q06_Motivationaltone,1,DeepSeek
A8,A8_Q06_Motivationaltone,2,Gemini
A8,A8_Q06_Motivationaltone,3,Qwen
A8,A8_Q06_Motivationaltone,4,Flash
A8,A8_Q07_Constructiveness,1,Qwen
A8,A8_Q07_Constructiveness,2,DeepSeek
A8,A8_Q07_Constructiveness,3,Flash
A8,A8_Q07_Constructiveness,4,Gemini
A8,A8_Q08_Finalchoice,1,Flash
A8,A8_Q08_Finalchoice,2,Gemini
A8,A8_Q08_Finalchoice,3,Qwen
A8,A8_Q08_Finalchoice,4,DeepSeek
A11,A11_Q01_Fluency,1,Flash
A11,A11_Q01_Fluency,2,Gemini
A11,A11_Q01_Fluency,3,DeepSeek
A11,A11_Q01_Fluency,4,Qwen
A11,A11_Q02_Coherence,1,Qwen
A11,A11_Q02_Coherence,2,DeepSeek
A11,A11_Q02_Coherence,3,Flash
A11,A11_Q02_Coherence,4,Gemini
A11,A11_Q03_Conciseness,1,Gemini
A11,A11_Q03_Conciseness,2,DeepSeek
A11,A11_Q03_Conciseness,3,Qwen
A11,A11_Q03_Conciseness,4,Flash
A11,A11_Q04_Accuracy,1,Gemini
A11,A11_Q04_Accuracy,2,DeepSeek
A11,A11_Q04_Accuracy,3,Flash
A11,A11_Q04_Accuracy,4,Qwen
A11,A11_Q05_Sentimentmatch,1,Flash
A11,A11_Q05_Sentimentmatch,2,DeepSeek
A11,A11_Q05_Sentimentmatch,3,Qwen
A11,A11_Q05_Sentimentmatch,4,Gemini
A11,A11_Q06_Motivationaltone,1,DeepSeek
A11,A11_Q06_Motivationaltone,2,Gemini
A11,A11_Q06_Motivationaltone,3,Flash
A11,A11_Q06_Motivationaltone,4,Qwen
A11,A11_Q07_Constructiveness,1,Qwen
A11,A11_Q07_Constructiveness,2,DeepSeek
A11,A11_Q07_Constructiveness,3,Flash
A11,A11_Q07_Constructiveness,4,Gemini
A11,A11_Q08_Finalchoice,1,Gemini
A11,A11_Q08_Finalchoice,2,Flash
A11,A11_Q08_Finalchoice,3,DeepSeek
A11,A11_Q08_Finalchoice,4,Qwen
A13,A13_Q01_Fluency,1,Qwen
A13,A13_Q01_Fluency,2,DeepSeek
A13,A13_Q01_Fluency,3,Gemini
A13,A13_Q01_Fluency,4,Flash
A13,A13_Q02_Coherence,1,DeepSeek
A13,A13_Q02_Coherence,2,Qwen
A13,A13_Q02_Coherence,3,Gemini
A13,A13_Q02_Coherence,4,Flash
A13,A13_Q03_Conciseness,1,DeepSeek
A13,A13_Q03_Conciseness,2,Flash
A13,A13_Q03_Conciseness,3,Gemini
A13,A13_Q03_Conciseness,4,Qwen
A13,A13_Q04_Accuracy,1,DeepSeek
A13,A13_Q04_Accuracy,2,Qwen
A13,A13_Q04_Accuracy,3,Gemini
A13,A13_Q04_Accuracy,4,Flash
A13,A13_Q05_Sentimentmatch,1,Gemini
A13,A13_Q05_Sentimentmatch,2,Flash
A13,A13_Q05_Sentimentmatch,3,DeepSeek
A13,A13_Q05_Sentimentmatch,4,Qwen
A13,A13_Q06_Motivationaltone,1,Flash
A13,A13_Q06_Motivationaltone,2,DeepSeek
A13,A13_Q06_Motivationaltone,3,Qwen
A13,A13_Q06_Motivationaltone,4,Gemini
A13,A13_Q07_Constructiveness,1,Gemini
A13,A13_Q07_Constructiveness,2,DeepSeek
A13,A13_Q07_Constructiveness,3,Flash
A13,A13_Q07_Constructiveness,4,Qwen
A13,A13_Q08_Finalchoice,1,Gemini
A13,A13_Q08_Finalchoice,2,Flash
A13,A13_Q08_Finalchoice,3,Qwen
A13,A13_Q08_Finalchoice,4,DeepSeek
A16,A16_Q01_Fluency,1,Gemini
A16,A16_Q01_Fluency,2,Flash
A16,A16_Q01_Fluency,3,DeepSeek
A16,A16_Q01_Fluency,4,Qwen
A16,A16_Q02_Coherence,1,Qwen
A16,A16_Q02_Coherence,2,Flash
A16,A16_Q02_Coherence,3,Gemini
A16,A16_Q02_Coherence,4,DeepSeek
A16,A16_Q03_Conciseness,1,Qwen
A16,A16_Q03_Conciseness,2,Flash
A16,A16_Q03_Conciseness,3,Gemini
A16,A16_Q03_Conciseness,4,DeepSeek
A16,A16_Q04_Accuracy,1,Flash
A16,A16_Q04_Accuracy,2,Qwen
A16,A16_Q04_Accuracy,3,Gemini
A16,A16_Q04_Accuracy,4,DeepSeek
A16,A16_Q05_Sentimentmatch,1,Gemini
A16,A16_Q05_Sentimentmatch,2,Flash
A16,A16_Q05_Sentimentmatch,3,Qwen
A16,A16_Q05_Sentimentmatch,4,DeepSeek
A16,A16_Q06_Motivationaltone,1,Flash
A16,A16_Q06_Motivationaltone,2,DeepSeek
A16,A16_Q06_Motivationaltone,3,Qwen
A16,A16_Q06_Motivationaltone,4,Gemini
A16,A16_Q07_Constructiveness,1,Gemini
A16,A16_Q07_Constructiveness,2,DeepSeek
A16,A16_Q07_Constructiveness,3,Qwen
A16,A16_Q07_Constructiveness,4,Flash
A16,A16_Q08_Finalchoice,1,Qwen
A16,A16_Q08_Finalchoice,2,Gemini
A16,A16_Q08_Finalchoice,3,Flash
A16,A16_Q08_Finalchoice,4,DeepSeek
