task_id,prompt_label,candidate_index,model
A15,A15_Q08_Finalchoice,4,DeepSeek
A17,A17_Q01_Fluency,1,Gemini
A17,A17_Q01_Fluency,2,Flash
A17,A17_Q01_Fluency,3,DeepSeek
A17,A17_Q01_Fluency,4,Qwen
A17,A17_Q02_Coherence,1,Qwen
A17,A17_Q02_Coherence,2,Flash
A17,A17_Q02_Coherence,3,Gemini
A17,A17_Q02_Coherence,4,DeepSeek
A17,A17_Q03_Conciseness,1,Qwen
A17,A17_Q03_Conciseness,2,Flash
A17,A17_Q03_Conciseness,3,Gemini
A17,A17_Q03_Conciseness,4,DeepSeek
A17,A17_Q04_Accuracy,1,Flash
A17,A17_Q04_Accuracy,2,Qwen
A17,A17_Q04_Accuracy,3,Gemini
A17,A17_Q04_Accuracy,4,DeepSeek
A17,A17_Q05_Sentimentmatch,1,Gemini
A17,A17_Q05_Sentimentmatch,2,Flash
A17,A17_Q05_Sentimentmatch,3,Qwen
A17,A17_Q05_Sentimentmatch,4,DeepSeek
A17,A17_Q06_Motivationaltone,1,Flash
A17,A17_Q06_Motivationaltone,2,DeepSeek
A17,A17_Q06_Motivationaltone,3,Qwen
A17,A17_Q06_Motivationaltone,4,Gemini
A17,A17_Q07_Constructiveness,1,Gemini
A17,A17_Q07_Constructiveness,2,DeepSeek
A17,A17_Q07_Constructiveness,3,Qwen
A17,A17_Q07_Constructiveness,4,Flash
A17,A17_Q08_Finalchoice,1,Qwen
A17,A17_Q08_Finalchoice,2,Gemini
A17,A17_Q08_Finalchoice,3,Flash
A17,A17_Q08_Finalchoice,4,DeepSeek
