task_id,prompt_label,candidate_index,model
B9,B9_Q04_Accuracy,2,DeepSeek
B9,B9_Q04_Accuracy,3,Flash
B9,B9_Q04_Accuracy,4,Gemini
B9,B9_Q05_Sentimentmatch,1,Gemini
B9,B9_Q05_Sentimentmatch,2,Flash
B9,B9_Q05_Sentimentmatch,3,DeepSeek
B9,B9_Q05_Sentimentmatch,4,Qwen
B9,B9_Q06_Motivationaltone,1,DeepSeek
B9,B9_Q06_Motivationaltone,2,Gemini
B9,B9_Q06_Motivationaltone,3,Qwen
B9,B9_Q06_Motivationaltone,4,Flash
B9,B9_Q07_Constructiveness,1,Qwen
B9,B9_Q07_Constructiveness,2,DeepSeek
B9,B9_Q07_Constructiveness,3,Flash
B9,B9_Q07_Constructiveness,4,Gemini
B9,B9_Q08_Finalchoice,1,Flash
B9,B9_Q08_Finalchoice,2,Gemini
B9,B9_Q08_Finalchoice,3,Qwen
B9,B9_Q08_Finalchoice,4,DeepSeek
B12,B12_Q01_Fluency,1,Flash
B12,B12_Q01_Fluency,2,Gemini
B12,B12_Q01_Fluency,3,DeepSeek
B12,B12_Q01_Fluency,4,Qwen
B12,B12_Q02_Coherence,1,Qwen
B12,B12_Q02_Coherence,2,DeepSeek
B12,B12_Q02_Coherence,3,Flash
B12,B12_Q02_Coherence,4,Gemini
B12,B12_Q03_Conciseness,1,Gemini
B12,B12_Q03_Conciseness,2,DeepSeek
B12,B12_Q03_Conciseness,3,Qwen
B12,B12_Q03_Conciseness,4,Flash
B12,B12_Q04_Accuracy,1,Gemini
B12,B12_Q04_Accuracy,2,DeepSeek
B12,B12_Q04_Accuracy,3,Flash
B12,B12_Q04_Accuracy,4,Qwen
B12,B12_Q05_Sentimentmatch,1,Flash
B12,B12_Q05_Sentimentmatch,2,DeepSeek
B12,B12_Q05_Sentimentmatch,3,Qwen
B12,B12_Q05_Sentimentmatch,4,Gemini
B12,B12_Q06_Motivationaltone,1,DeepSeek
B12,B12_Q06_Motivationaltone,2,Gemini
B12,B12_Q06_Motivationaltone,3,Flash
B12,B12_Q06_Motivationaltone,4,Qwen
B12,B12_Q07_Constructiveness,1,Qwen
B12,B12_Q07_Constructiveness,2,DeepSeek
B12,B12_Q07_Constructiveness,3,Flash
B12,B12_Q07_Constructiveness,4,Gemini
B12,B12_Q08_Finalchoice,1,Gemini
B12,B12_Q08_Finalchoice,2,Flash
B12,B12_Q08_Finalchoice,3,DeepSeek
B12,B12_Q08_Finalchoice,4,Qwen
B14,B14_Q01_Fluency,1,Qwen
B14,B14_Q01_Fluency,2,DeepSeek
B14,B14_Q01_Fluency,3,Gemini
B14,B14_Q01_Fluency,4,Flash
B14,B14_Q02_Coherence,1,DeepSeek
B14,B14_Q02_Coherence,2,Qwen
B14,B14_Q02_Coherence,3,Gemini
B14,B14_Q02_Coherence,4,Flash
B14,B14_Q03_Conciseness,1,DeepSeek
B14,B14_Q03_Conciseness,2,Flash
B14,B14_Q03_Conciseness,3,Gemini
B14,B14_Q03_Conciseness,4,Qwen
B14,B14_Q04_Accuracy,1,DeepSeek
B14,B14_Q04_Accuracy,2,Qwen
B14,B14_Q04_Accuracy,3,Gemini
B14,B14_Q04_Accuracy,4,Flash
B14,B14_Q05_Sentimentmatch,1,Gemini
B14,B14_Q05_Sentimentmatch,2,Flash
B14,B14_Q05_Sentimentmatch,3,DeepSeek
B14,B14_Q05_Sentimentmatch,4,Qwen
B14,B14_Q06_Motivationaltone,1,Flash
B14,B14_Q06_Motivationaltone,2,DeepSeek
B14,B14_Q06_Motivationaltone,3,Qwen
B14,B14_Q06_Motivationaltone,4,Gemini
B14,B14_Q07_Constructiveness,1,Gemini
B14,B14_Q07_Constructiveness,2,DeepSeek
B14,B14_Q07_Constructiveness,3,Flash
B14,B14_Q07_Constructiveness,4,Qwen
B14,B14_Q08_Finalchoice,1,Gemini
B14,B14_Q08_Finalchoice,2,Flash
B14,B14_Q08_Finalchoice,3,Qwen
B14,B14_Q08_Finalchoice,4,DeepSeek
B15,B15_Q01_Fluency,1,Gemini
B15,B15_Q01_Fluency,2,Flash
B15,B15_Q01_Fluency,3,DeepSeek
B15,B15_Q01_Fluency,4,Qwen
B15,B15_Q02_Coherence,1,Qwen
B15,B15_Q02_Coherence,2,Flash
B15,B15_Q02_Coherence,3,Gemini
B15,B15_Q02_Coherence,4,DeepSeek
B15,B15_Q03_Conciseness,1,Qwen
B15,B15_Q03_Conciseness,2,Flash
B15,B15_Q03_Conciseness,3,Gemini
B15,B15_Q03_Conciseness,4,DeepSeek
B15,B15_Q04_Accuracy,1,Flash
B15,B15_Q04_Accuracy,2,Qwen
B15,B15_Q04_Accuracy,3,Gemini
B15,B15_Q04_Accuracy,4,DeepSeek
B15,B15_Q05_Sentimentmatch,1,Gemini
B15,B15_Q05_Sentimentmatch,2,Flash
B15,B15_Q05_Sentimentmatch,3,Qwen
B15,B15_Q05_Sentimentmatch,4,DeepSeek
B15,B15_Q06_Motivationaltone,1,Flash
B15,B15_Q06_Motivationaltone,2,DeepSeek
B15,B15_Q06_Motivationaltone,3,Qwen
B15,B15_Q06_Motivationaltone,4,Gemini
B15,B15_Q07_Constructiveness,1,Gemini
B15,B15_Q07_Constructiveness,2,DeepSeek
B15,B15_Q07_Constructiveness,3,Qwen
B15,B15_Q07_Constructiveness,4,Flash
B15,B15_Q08_Finalchoice,1,Qwen
B15,B15_Q08_Finalchoice,2,Gemini
B15,B15_Q08_Finalchoice,3,Flash
B15,B15_Q08_Finalchoice,4,DeepSeek
