task_id,prompt_label,candidate_index,model
C15,C15_Q03_Conciseness,3,Gemini
C15,C15_Q03_Conciseness,4,DeepSeek
C15,C15_Q04_Accuracy,1,Flash
C15,C15_Q04_Accuracy,2,Qwen
C15,C15_Q04_Accuracy,3,Gemini
C15,C15_Q04_Accuracy,4,DeepSeek
C15,C15_Q05_Sentimentmatch,1,Gemini
C15,C15_Q05_Sentimentmatch,2,Flash
C15,C15_Q05_Sentimentmatch,3,Qwen
C15,C15_Q05_Sentimentmatch,4,DeepSeek
C15,C15_Q06_Motivationaltone,1,Flash
C15,C15_Q06_Motivationaltone,2,DeepSeek
C15,C15_Q06_Motivationaltone,3,Qwen
C15,C15_Q06_Motivationaltone,4,Gemini
C15,C15_Q07_Constructiveness,1,Gemini
C15,C15_Q07_Constructiveness,2,DeepSeek
C15,C15_Q07_Constructiveness,3,Qwen
C15,C15_Q07_Constructiveness,4,Flash
C15,C15_Q08_Finalchoice,1,Qwen
C15,C15_Q08_Finalchoice,2,Gemini
C15,C15_Q08_Finalchoice,3,Flash
C15,C15_Q08_Finalchoice,4,DeepSeek
