task_id,prompt_label,candidate_index,model
A10,A10_Q02_Coherence,2,Gemini
A10,A10_Q02_Coherence,3,DeepSeek
A10,A10_Q02_Coherence,4,Flash
A10,A10_Q03_Conciseness,1,Qwen
A10,A10_Q03_Conciseness,2,Gemini
A10,A10_Q03_Conciseness,3,Flash
A10,A10_Q03_Conciseness,4,DeepSeek
A10,A10_Q04_Accuracy,1,Qwen
A10,A10_Q04_Accuracy,2,DeepSeek
A10,A10_Q04_Accuracy,3,Flash
A10,A10_Q04_Accuracy,4,Gemini
A10,A10_Q05_Sentimentmatch,1,Gemini
A10,A10_Q05_Sentimentmatch,2,Flash
A10,A10_Q05_Sentimentmatch,3,DeepSeek
A10,A10_Q05_Sentimentmatch,4,Qwen
A10,A10_Q06_Motivationaltone,1,DeepSeek
A10,A10_Q06_Motivationaltone,2,Gemini
A10,A10_Q06_Motivationaltone,3,Qwen
A10,A10_Q06_Motivationaltone,4,Flash
A10,A10_Q07_Constructiveness,1,Qwen
A10,A10_Q07_Constructiveness,2,DeepSeek
A10,A10_Q07_Constructiveness,3,Flash
A10,A10_Q07_Constructiveness,4,Gemini
A10,A10_Q08_Finalchoice,1,Flash
A10,A10_Q08_Finalchoice,2,Gemini
A10,A10_Q08_Finalchoice,3,Qwen
A10,A10_Q08_Finalchoice,4,DeepSeek
A12,A12_Q01_Fluency,1,Flash
A12,A12_Q01_Fluency,2,Gemini
A12,A12_Q01_Fluency,3,DeepSeek
A12,A12_Q01_Fluency,4,Qwen
A12,A12_Q02_Coherence,1,Qwen
A12,A12_Q02_Coherence,2,DeepSeek
A12,A12_Q02_Coherence,3,Flash
A12,A12_Q02_Coherence,4,Gemini
A12,A12_Q03_Conciseness,1,Gemini
A12,A12_Q03_Conciseness,2,DeepSeek
A12,A12_Q03_Conciseness,3,Qwen
A12,A12_Q03_Conciseness,4,Flash
A12,A12_Q04_Accuracy,1,Gemini
A12,A12_Q04_Accuracy,2,DeepSeek
A12,A12_Q04_Accuracy,3,Flash
A12,A12_Q04_Accuracy,4,Qwen
A12,A12_Q05_Sentimentmatch,1,Flash
A12,A12_Q05_Sentimentmatch,2,DeepSeek
A12,A12_Q05_Sentimentmatch,3,Qwen
A12,A12_Q05_Sentimentmatch,4,Gemini
A12,A12_Q06_Motivationaltone,1,DeepSeek
A12,A12_Q06_Motivationaltone,2,Gemini
A12,A12_Q06_Motivationaltone,3,Flash
A12,A12_Q06_Motivationaltone,4,Qwen
A12,A12_Q07_Constructiveness,1,Qwen
A12,A12_Q07_Constructiveness,2,DeepSeek
A12,A12_Q07_Constructiveness,3,Flash
A12,A12_Q07_Constructiveness,4,Gemini
A12,A12_Q08_Finalchoice,1,Gemini
A12,A12_Q08_Finalchoice,2,Flash
A12,A12_Q08_Finalchoice,3,DeepSeek
A12,A12_Q08_Finalchoice,4,Qwen
A15,A15_Q01_Fluency,1,Qwen
A15,A15_Q01_Fluency,2,DeepSeek
A15,A15_Q01_Fluency,3,Gemini
A15,A15_Q01_Fluency,4,Flash
A15,A15_Q02_Coherence,1,DeepSeek
A15,A15_Q02_Coherence,2,Qwen
A15,A15_Q02_Coherence,3,Gemini
A15,A15_Q02_Coherence,4,Flash
A15,A15_Q03_Conciseness,1,DeepSeek
A15,A15_Q03_Conciseness,2,Flash
A15,A15_Q03_Conciseness,3,Gemini
A15,A15_Q03_Conciseness,4,Qwen
A15,A15_Q04_Accuracy,1,DeepSeek
A15,A15_Q04_Accuracy,2,Qwen
A15,A15_Q04_Accuracy,3,Gemini
A15,A15_Q04_Accuracy,4,Flash
A15,A15_Q05_Sentimentmatch,1,Gemini
A15,A15_Q05_Sentimentmatch,2,Flash
A15,A15_Q05_Sentimentmatch,3,DeepSeek
A15,A15_Q05_Sentimentmatch,4,Qwen
A15,A15_Q06_Motivationaltone,1,Flash
A15,A15_Q06_Motivationaltone,2,DeepSeek
A15,A15_Q06_Motivationaltone,3,Qwen
A15,A15_Q06_Motivationaltone,4,Gemini
A15,A15_Q07_Constructiveness,1,Gemini
A15,A15_Q07_Constructiveness,2,DeepSeek
A15,A15_Q07_Constructiveness,3,Flash
A15,A15_Q07_Constructiveness,4,Qwen
A15,A15_Q08_Finalchoice,1,Gemini
A15,A15_Q08_Finalchoice,2,Flash
A15,A15_Q08_Finalchoice,3,Qwen
A15,A15_Q08_Finalchoice,4,DeepSeek
A18,A18_Q01_Fluency,1,Gemini
A18,A18_Q01_Fluency,2,Flash
A18,A18_Q01_Fluency,3,DeepSeek
A18,A18_Q01_Fluency,4,Qwen
A18,A18_Q02_Coherence,1,Qwen
A18,A18_Q02_Coherence,2,Flash
A18,A18_Q02_Coherence,3,Gemini
A18,A18_Q02_Coherence,4,DeepSeek
A18,A18_Q03_Conciseness,1,Qwen
A18,A18_Q03_Conciseness,2,Flash
A18,A18_Q03_Conciseness,3,Gemini
A18,A18_Q03_Conciseness,4,DeepSeek
A18,A18_Q04_Accuracy,1,Flash
A18,A18_Q04_Accuracy,2,Qwen
A18,A18_Q04_Accuracy,3,Gemini
A18,A18_Q04_Accuracy,4,DeepSeek
A18,A18_Q05_Sentimentmatch,1,Gemini
A18,A18_Q05_Sentimentmatch,2,Flash
A18,A18_Q05_Sentimentmatch,3,Qwen
A18,A18_Q05_Sentimentmatch,4,DeepSeek
A18,A18_Q06_Motivationaltone,1,Flash
A18,A18_Q06_Motivationaltone,2,DeepSeek
A18,A18_Q06_Motivationaltone,3,Qwen
A18,A18_Q06_Motivationaltone,4,Gemini
A18,A18_Q07_Constructiveness,1,Gemini
A18,A18_Q07_Constructiveness,2,DeepSeek
A18,A18_Q07_Constructiveness,3,Qwen
A18,A18_Q07_Constructiveness,4,Flash
A18,A18_Q08_Finalchoice,1,Qwen
A18,A18_Q08_Finalchoice,2,Gemini
A18,A18_Q08_Finalchoice,3,Flash
A18,A18_Q08_Finalchoice,4,DeepSeek
