task_id,prompt_label,candidate_index,model
C7,C7_Q03_Conciseness,2,Gemini
C7,C7_Q03_Conciseness,3,Flash
C7,C7_Q03_Conciseness,4,DeepSeek
C7,C7_Q04_Accuracy,1,Qwen
C7,C7_Q04_Accuracy,2,DeepSeek
C7,C7_Q04_Accuracy,3,Flash
C7,C7_Q04_Accuracy,4,Gemini
C7,C7_Q05_Sentimentmatch,1,Gemini
C7,C7_Q05_Sentimentmatch,2,Flash
C7,C7_Q05_Sentimentmatch,3,DeepSeek
C7,C7_Q05_Sentimentmatch,4,Qwen
C7,C7_Q06_Motivationaltone,1,DeepSeek
C7,C7_Q06_Motivationaltone,2,Gemini
C7,C7_Q06_Motivationaltone,3,Qwen
C7,C7_Q06_Motivationaltone,4,Flash
C7,C7_Q07_Constructiveness,1,Qwen
C7,C7_Q07_Constructiveness,2,DeepSeek
C7,C7_Q07_Constructiveness,3,Flash
C7,C7_Q07_Constructiveness,4,Gemini
C7,C7_Q08_Finalchoice,1,Flash
C7,C7_Q08_Finalchoice,2,Gemini
C7,C7_Q08_Finalchoice,3,Qwen
C7,C7_Q08_Finalchoice,4,DeepSeek
C8,C8_Q01_Fluency,1,Flash
C8,C8_Q01_Fluency,2,Gemini
C8,C8_Q01_Fluency,3,DeepSeek
C8,C8_Q01_Fluency,4,Qwen
C8,C8_Q02_Coherence,1,Qwen
C8,C8_Q02_Coherence,2,DeepSeek
C8,C8_Q02_Coherence,3,Flash
C8,C8_Q02_Coherence,4,Gemini
C8,C8_Q03_Conciseness,1,Gemini
C8,C8_Q03_Conciseness,2,DeepSeek
C8,C8_Q03_Conciseness,3,Qwen
C8,C8_Q03_Conciseness,4,Flash
C8,C8_Q04_Accuracy,1,Gemini
C8,C8_Q04_Accuracy,2,DeepSeek
C8,C8_Q04_Accuracy,3,Flash
C8,C8_Q04_Accuracy,4,Qwen
C8,C8_Q05_Sentimentmatch,1,Flash
C8,C8_Q05_Sentimentmatch,2,DeepSeek
C8,C8_Q05_Sentimentmatch,3,Qwen
C8,C8_Q05_Sentimentmatch,4,Gemini
C8,C8_Q06_Motivationaltone,1,DeepSeek
C8,C8_Q06_Motivationaltone,2,Gemini
C8,C8_Q06_Motivationaltone,3,Flash
C8,C8_Q06_Motivationaltone,4,Qwen
C8,C8_Q07_Constructiveness,1,Qwen
C8,C8_Q07_Constructiveness,2,DeepSeek
C8,C8_Q07_Constructiveness,3,Flash
C8,C8_Q07_Constructiveness,4,Gemini
C8,C8_Q08_Finalchoice,1,Gemini
C8,C8_Q08_Finalchoice,2,Flash
C8,C8_Q08_Finalchoice,3,DeepSeek
C8,C8_Q08_Finalchoice,4,Qwen
C13,C13_Q01_Fluency,1,Qwen
C13,C13_Q01_Fluency,2,DeepSeek
C13,C13_Q01_Fluency,3,Gemini
C13,C13_Q01_Fluency,4,Flash
C13,C13_Q02_Coherence,1,DeepSeek
C13,C13_Q02_Coherence,2,Qwen
C13,C13_Q02_Coherence,3,Gemini
C13,C13_Q02_Coherence,4,Flash
C13,C13_Q03_Conciseness,1,DeepSeek
C13,C13_Q03_Conciseness,2,Flash
C13,C13_Q03_Conciseness,3,Gemini
C13,C13_Q03_Conciseness,4,Qwen
C13,C13_Q04_Accuracy,1,DeepSeek
C13,C13_Q04_Accuracy,2,Qwen
C13,C13_Q04_Accuracy,3,Gemini
C13,C13_Q04_Accuracy,4,Flash
C13,C13_Q05_Sentimentmatch,1,Gemini
C13,C13_Q05_Sentimentmatch,2,Flash
C13,C13_Q05_Sentimentmatch,3,DeepSeek
C13,C13_Q05_Sentimentmatch,4,Qwen
C13,C13_Q06_Motivationaltone,1,Flash
C13,C13_Q06_Motivationaltone,2,DeepSeek
C13,C13_Q06_Motivationaltone,3,Qwen
C13,C13_Q06_Motivationaltone,4,Gemini
C13,C13_Q07_Constructiveness,1,Gemini
C13,C13_Q07_Constructiveness,2,DeepSeek
C13,C13_Q07_Constructiveness,3,Flash
C13,C13_Q07_Constructiveness,4,Qwen
C13,C13_Q08_Finalchoice,1,Gemini
C13,C13_Q08_Finalchoice,2,Flash
C13,C13_Q08_Finalchoice,3,Qwen
C13,C13_Q08_Finalchoice,4,DeepSeek
C14,C14_Q01_Fluency,1,Gemini
C14,C14_Q01_Fluency,2,Flash
C14,C14_Q01_Fluency,3,DeepSeek
C14,C14_Q01_Fluency,4,Qwen
C14,C14_Q02_Coherence,1,Qwen
C14,C14_Q02_Coherence,2,Flash
C14,C14_Q02_Coherence,3,Gemini
C14,C14_Q02_Coherence,4,DeepSeek
C14,C14_Q03_Conciseness,1,Qwen
C14,C14_Q03_Conciseness,2,Flash
C14,C14_Q03_Conciseness,3,Gemini
C14,C14_Q03_Conciseness,4,DeepSeek
C14,C14_Q04_Accuracy,1,Flash
C14,C14_Q04_Accuracy,2,Qwen
C14,C14_Q04_Accuracy,3,Gemini
C14,C14_Q04_Accuracy,4,DeepSeek
C14,C14_Q05_Sentimentmatch,1,Gemini
C14,C14_Q05_Sentimentmatch,2,Flash
C14,C14_Q05_Sentimentmatch,3,Qwen
C14,C14_Q05_Sentimentmatch,4,DeepSeek
C14,C14_Q06_Motivationaltone,1,Flash
C14,C14_Q06_Motivationaltone,2,DeepSeek
C14,C14_Q06_Motivationaltone,3,Qwen
C14,C14_Q06_Motivationaltone,4,Gemini
C14,C14_Q07_Constructiveness,1,Gemini
C14,C14_Q07_Constructiveness,2,DeepSeek
C14,C14_Q07_Constructiveness,3,Qwen
C14,C14_Q07_Constructiveness,4,Flash
C14,C14_Q08_Finalchoice,1,Qwen
C14,C14_Q08_Finalchoice,2,Gemini
C14,C14_Q08_Finalchoice,3,Flash
C14,C14_Q08_Finalchoice,4,DeepSeek
