scope,evaluator_id,group,task_type,criterion,std_beta,N,note
EVALUATOR,a2,A,ALL,Constructiveness,-0.06311615430068564,16,
EVALUATOR,a2,A,ALL,Motivational,0.12686240758305195,16,
EVALUATOR,a2,A,ALL,Sentiment,-0.49012212018164536,16,
EVALUATOR,a3,A,ALL,Fluency,0.1265768234992064,24,
EVALUATOR,a3,A,ALL,Coherence,0.22581481947640036,24,
EVALUATOR,a3,A,ALL,Conciseness,0.17981087432288745,24,
EVALUATOR,a3,A,ALL,Accuracy,-0.022808815801729027,24,
EVALUATOR,a3,A,ALL,Constructiveness,0.5838486907329894,24,
EVALUATOR,a3,A,ALL,Motivational,0.18605008900917194,24,
EVALUATOR,a3,A,ALL,Sentiment,0.10035012528468983,24,
EVALUATOR,a4,A,ALL,Fluency,0.37914808615474865,14,
EVALUATOR,a4,A,ALL,Coherence,0.402542678587659,14,
EVALUATOR,a4,A,ALL,Conciseness,-0.12459995180637509,14,
EVALUATOR,a4,A,ALL,Accuracy,-0.09019093580269033,14,
EVALUATOR,a4,A,ALL,Constructiveness,0.31723912685611383,14,
EVALUATOR,a4,A,ALL,Motivational,0.09660083449820311,14,
EVALUATOR,a4,A,ALL,Sentiment,-0.04661238224426062,14,
EVALUATOR,a5,A,ALL,Fluency,-0.14748250082355333,22,
EVALUATOR,a5,A,ALL,Coherence,-0.5536105939491527,22,
EVALUATOR,a5,A,ALL,Conciseness,0.18822654176370537,22,
EVALUATOR,a5,A,ALL,Accuracy,0.2121972427058394,22,
EVALUATOR,a5,A,ALL,Constructiveness,0.06610533165609853,22,
EVALUATOR,a5,A,ALL,Motivational,0.034247573477646176,22,
EVALUATOR,a5,A,ALL,Sentiment,0.8091088928427185,22,
EVALUATOR,b1,B,ALL,Fluency,-0.5005443923784908,22,
EVALUATOR,b1,B,ALL,Coherence,0.978841134054193,22,
EVALUATOR,b1,B,ALL,Conciseness,-0.22160888908722107,22,
EVALUATOR,b1,B,ALL,Accuracy,-0.05410281972857343,22,
EVALUATOR,b1,B,ALL,Constructiveness,0.42537496306003314,22,
EVALUATOR,b1,B,ALL,Motivational,0.15068983945628517,22,
EVALUATOR,b1,B,ALL,Sentiment,0.1193981569011974,22,
EVALUATOR,b2,B,ALL,Fluency,0.1573100243231802,16,
EVALUATOR,b2,B,ALL,Coherence,0.3590843701411095,16,
EVALUATOR,b2,B,ALL,Conciseness,0.29110248347069567,16,
EVALUATOR,b2,B,ALL,Accuracy,-0.46923827465606976,16,
EVALUATOR,b2,B,ALL,Constructiveness,0.5418349936336851,16,
EVALUATOR,b2,B,ALL,Motivational,0.21121377897418517,16,
EVALUATOR,b2,B,ALL,Sentiment,-0.14490106999912652,16,
EVALUATOR,b3,B,ALL,Fluency,0.265484497426434,17,
EVALUATOR,b3,B,ALL,Coherence,-0.21801213782935064,17,
EVALUATOR,b3,B,ALL,Conciseness,0.12458566094100884,17,
EVALUATOR,b3,B,ALL,Accuracy,0.09642924291307305,17,
EVALUATOR,b3,B,ALL,Constructiveness,0.9973741876199658,17,
EVALUATOR,b3,B,ALL,Motivational,0.06176005809153848,17,
EVALUATOR,b3,B,ALL,Sentiment,0.13933913948389784,17,
EVALUATOR,b4,B,ALL,Fluency,0.3027885933452057,18,
EVALUATOR,b4,B,ALL,Coherence,0.010953631476544818,18,
EVALUATOR,b4,B,ALL,Conciseness,0.48261927093050966,18,
EVALUATOR,b4,B,ALL,Accuracy,-0.08310864636607175,18,
EVALUATOR,b4,B,ALL,Constructiveness,0.0811935553186216,18,
EVALUATOR,b4,B,ALL,Motivational,0.31186206470682254,18,
EVALUATOR,b4,B,ALL,Sentiment,0.19086252066744502,18,
EVALUATOR,b5,B,ALL,Fluency,0.2508688639233302,20,
EVALUATOR,b5,B,ALL,Coherence,0.43629960051813493,20,
EVALUATOR,b5,B,ALL,Conciseness,0.3663655204665348,20,
EVALUATOR,b5,B,ALL,Accuracy,-0.22003171306141747,20,
EVALUATOR,b5,B,ALL,Constructiveness,0.38154589560519453,20,
EVALUATOR,b5,B,ALL,Motivational,0.3192556559068385,20,
EVALUATOR,b5,B,ALL,Sentiment,0.3889690619076232,20,
EVALUATOR,c1,C,ALL,Fluency,-0.3498409738798923,19,
EVALUATOR,c1,C,ALL,Coherence,0.666786784872461,19,
EVALUATOR,c1,C,ALL,Conciseness,0.2765226382967886,19,
EVALUATOR,c1,C,ALL,Accuracy,-0.18364117720758397,19,
EVALUATOR,c1,C,ALL,Constructiveness,0.3047678827116793,19,
EVALUATOR,c1,C,ALL,Motivational,0.10328402905265821,19,
EVALUATOR,c1,C,ALL,Sentiment,0.05398686921623687,19,
EVALUATOR,c2,C,ALL,Fluency,,8,insufficient_data
EVALUATOR,c2,C,ALL,Coherence,,8,insufficient_data
EVALUATOR,c2,C,ALL,Conciseness,,8,insufficient_data
EVALUATOR,c2,C,ALL,Accuracy,,8,insufficient_data
EVALUATOR,c2,C,ALL,Constructiveness,,8,insufficient_data
EVALUATOR,c2,C,ALL,Motivational,,8,insufficient_data
EVALUATOR,c2,C,ALL,Sentiment,,8,insufficient_data
EVALUATOR,c3,C,ALL,Fluency,0.5178673313156015,17,
EVALUATOR,c3,C,ALL,Coherence,0.05514181880309704,17,
EVALUATOR,c3,C,ALL,Conciseness,0.015453012234968339,17,
EVALUATOR,c3,C,ALL,Accuracy,0.2223251873917702,17,
EVALUATOR,c3,C,ALL,Constructiveness,0.12649480305091054,17,
EVALUATOR,c3,C,ALL,Motivational,0.2404434117828784,17,
EVALUATOR,c3,C,ALL,Sentiment,0.3368151237955007,17,
EVALUATOR,c4,C,ALL,Fluency,-0.4639312294349158,16,
EVALUATOR,c4,C,ALL,Coherence,0.03029462442608727,16,
EVALUATOR,c4,C,ALL,Conciseness,-0.20275774133403265,16,
EVALUATOR,c4,C,ALL,Accuracy,0.8740103892811808,16,
EVALUATOR,c4,C,ALL,Constructiveness,0.4765805514840404,16,
EVALUATOR,c4,C,ALL,Motivational,0.14739928919089512,16,
EVALUATOR,c4,C,ALL,Sentiment,-0.07991669604713549,16,
EVALUATOR,c5,C,ALL,Fluency,0.4538924528925349,14,
EVALUATOR,c5,C,ALL,Coherence,0.0012764342919988868,14,
EVALUATOR,c5,C,ALL,Conciseness,-0.23852931735905195,14,
EVALUATOR,c5,C,ALL,Accuracy,0.9200174799369067,14,
EVALUATOR,c5,C,ALL,Constructiveness,-0.17236398344549614,14,
EVALUATOR,c5,C,ALL,Motivational,-0.08347377264967061,14,
EVALUATOR,c5,C,ALL,Sentiment,-0.604521370887698,14,
EVALUATOR_TASK,a1,A,Idea-to-Text,Fluency,,6,insufficient_data
EVALUATOR_TASK,a1,A,Idea-to-Text,Coherence,,6,insufficient_data
EVALUATOR_TASK,a1,A,Idea-to-Text,Conciseness,,6,insufficient_data
EVALUATOR_TASK,a1,A,Idea-to-Text,Accuracy,,6,insufficient_data
EVALUATOR_TASK,a1,A,Idea-to-Text,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,a1,A,Idea-to-Text,Motivational,,6,insufficient_data
EVALUATOR_TASK,a1,A,Idea-to-Text,Sentiment,,6,insufficient_data
EVALUATOR_TASK,a1,A,Interpret,Fluency,,8,insufficient_data
EVALUATOR_TASK,a1,A,Interpret,Coherence,,8,insufficient_data
EVALUATOR_TASK,a1,A,Interpret,Conciseness,,8,insufficient_data
EVALUATOR_TASK,a1,A,Interpret,Accuracy,,8,insufficient_data
EVALUATOR_TASK,a1,A,Interpret,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,a1,A,Interpret,Motivational,,8,insufficient_data
EVALUATOR_TASK,a1,A,Interpret,Sentiment,,8,insufficient_data
EVALUATOR_TASK,a1,A,Summarise,Fluency,,7,insufficient_data
EVALUATOR_TASK,a1,A,Summarise,Coherence,,7,insufficient_data
EVALUATOR_TASK,a1,A,Summarise,Conciseness,,7,insufficient_data
EVALUATOR_TASK,a1,A,Summarise,Accuracy,,7,insufficient_data
EVALUATOR_TASK,a1,A,Summarise,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,a1,A,Summarise,Motivational,,7,insufficient_data
EVALUATOR_TASK,a1,A,Summarise,Sentiment,,7,insufficient_data
EVALUATOR_TASK,a2,A,Idea-to-Text,Fluency,,5,insufficient_data
EVALUATOR_TASK,a2,A,Idea-to-Text,Coherence,,5,insufficient_data
EVALUATOR_TASK,a2,A,Idea-to-Text,Conciseness,,5,insufficient_data
EVALUATOR_TASK,a2,A,Idea-to-Text,Accuracy,,5,insufficient_data
EVALUATOR_TASK,a2,A,Idea-to-Text,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,a2,A,Idea-to-Text,Motivational,,5,insufficient_data
EVALUATOR_TASK,a2,A,Idea-to-Text,Sentiment,,5,insufficient_data
EVALUATOR_TASK,a2,A,Interpret,Fluency,,4,insufficient_data
EVALUATOR_TASK,a2,A,Interpret,Coherence,,4,insufficient_data
EVALUATOR_TASK,a2,A,Interpret,Conciseness,,4,insufficient_data
EVALUATOR_TASK,a2,A,Interpret,Accuracy,,4,insufficient_data
EVALUATOR_TASK,a2,A,Interpret,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,a2,A,Interpret,Motivational,,4,insufficient_data
EVALUATOR_TASK,a2,A,Interpret,Sentiment,,4,insufficient_data
EVALUATOR_TASK,a2,A,Summarise,Fluency,,7,insufficient_data
EVALUATOR_TASK,a2,A,Summarise,Coherence,,7,insufficient_data
EVALUATOR_TASK,a2,A,Summarise,Conciseness,,7,insufficient_data
EVALUATOR_TASK,a2,A,Summarise,Accuracy,,7,insufficient_data
EVALUATOR_TASK,a2,A,Summarise,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,a2,A,Summarise,Motivational,,7,insufficient_data
EVALUATOR_TASK,a2,A,Summarise,Sentiment,,7,insufficient_data
EVALUATOR_TASK,a3,A,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,a3,A,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,a3,A,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,a3,A,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,a3,A,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,a3,A,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,a3,A,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,a3,A,Interpret,Fluency,,8,insufficient_data
EVALUATOR_TASK,a3,A,Interpret,Coherence,,8,insufficient_data
EVALUATOR_TASK,a3,A,Interpret,Conciseness,,8,insufficient_data
EVALUATOR_TASK,a3,A,Interpret,Accuracy,,8,insufficient_data
EVALUATOR_TASK,a3,A,Interpret,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,a3,A,Interpret,Motivational,,8,insufficient_data
EVALUATOR_TASK,a3,A,Interpret,Sentiment,,8,insufficient_data
EVALUATOR_TASK,a3,A,Summarise,Fluency,,8,insufficient_data
EVALUATOR_TASK,a3,A,Summarise,Coherence,,8,insufficient_data
EVALUATOR_TASK,a3,A,Summarise,Conciseness,,8,insufficient_data
EVALUATOR_TASK,a3,A,Summarise,Accuracy,,8,insufficient_data
EVALUATOR_TASK,a3,A,Summarise,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,a3,A,Summarise,Motivational,,8,insufficient_data
EVALUATOR_TASK,a3,A,Summarise,Sentiment,,8,insufficient_data
EVALUATOR_TASK,a4,A,Idea-to-Text,Fluency,,3,insufficient_data
EVALUATOR_TASK,a4,A,Idea-to-Text,Coherence,,3,insufficient_data
EVALUATOR_TASK,a4,A,Idea-to-Text,Conciseness,,3,insufficient_data
EVALUATOR_TASK,a4,A,Idea-to-Text,Accuracy,,3,insufficient_data
EVALUATOR_TASK,a4,A,Idea-to-Text,Constructiveness,,3,insufficient_data
EVALUATOR_TASK,a4,A,Idea-to-Text,Motivational,,3,insufficient_data
EVALUATOR_TASK,a4,A,Idea-to-Text,Sentiment,,3,insufficient_data
EVALUATOR_TASK,a4,A,Interpret,Fluency,,5,insufficient_data
EVALUATOR_TASK,a4,A,Interpret,Coherence,,5,insufficient_data
EVALUATOR_TASK,a4,A,Interpret,Conciseness,,5,insufficient_data
EVALUATOR_TASK,a4,A,Interpret,Accuracy,,5,insufficient_data
EVALUATOR_TASK,a4,A,Interpret,Constructiveness,,5,insufficient_data
EVALUATOR_TASK,a4,A,Interpret,Motivational,,5,insufficient_data
EVALUATOR_TASK,a4,A,Interpret,Sentiment,,5,insufficient_data
EVALUATOR_TASK,a4,A,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,a4,A,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,a4,A,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,a4,A,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,a4,A,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,a4,A,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,a4,A,Summarise,Sentiment,,6,insufficient_data
EVALUATOR_TASK,a5,A,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,a5,A,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,a5,A,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,a5,A,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,a5,A,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,a5,A,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,a5,A,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,a5,A,Interpret,Fluency,,7,insufficient_data
EVALUATOR_TASK,a5,A,Interpret,Coherence,,7,insufficient_data
EVALUATOR_TASK,a5,A,Interpret,Conciseness,,7,insufficient_data
EVALUATOR_TASK,a5,A,Interpret,Accuracy,,7,insufficient_data
EVALUATOR_TASK,a5,A,Interpret,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,a5,A,Interpret,Motivational,,7,insufficient_data
EVALUATOR_TASK,a5,A,Interpret,Sentiment,,7,insufficient_data
EVALUATOR_TASK,a5,A,Summarise,Fluency,,7,insufficient_data
EVALUATOR_TASK,a5,A,Summarise,Coherence,,7,insufficient_data
EVALUATOR_TASK,a5,A,Summarise,Conciseness,,7,insufficient_data
EVALUATOR_TASK,a5,A,Summarise,Accuracy,,7,insufficient_data
EVALUATOR_TASK,a5,A,Summarise,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,a5,A,Summarise,Motivational,,7,insufficient_data
EVALUATOR_TASK,a5,A,Summarise,Sentiment,,7,insufficient_data
EVALUATOR_TASK,b1,B,Idea-to-Text,Fluency,,7,insufficient_data
EVALUATOR_TASK,b1,B,Idea-to-Text,Coherence,,7,insufficient_data
EVALUATOR_TASK,b1,B,Idea-to-Text,Conciseness,,7,insufficient_data
EVALUATOR_TASK,b1,B,Idea-to-Text,Accuracy,,7,insufficient_data
EVALUATOR_TASK,b1,B,Idea-to-Text,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,b1,B,Idea-to-Text,Motivational,,7,insufficient_data
EVALUATOR_TASK,b1,B,Idea-to-Text,Sentiment,,7,insufficient_data
EVALUATOR_TASK,b1,B,Interpret,Fluency,,8,insufficient_data
EVALUATOR_TASK,b1,B,Interpret,Coherence,,8,insufficient_data
EVALUATOR_TASK,b1,B,Interpret,Conciseness,,8,insufficient_data
EVALUATOR_TASK,b1,B,Interpret,Accuracy,,8,insufficient_data
EVALUATOR_TASK,b1,B,Interpret,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,b1,B,Interpret,Motivational,,8,insufficient_data
EVALUATOR_TASK,b1,B,Interpret,Sentiment,,8,insufficient_data
EVALUATOR_TASK,b1,B,Summarise,Fluency,,7,insufficient_data
EVALUATOR_TASK,b1,B,Summarise,Coherence,,7,insufficient_data
EVALUATOR_TASK,b1,B,Summarise,Conciseness,,7,insufficient_data
EVALUATOR_TASK,b1,B,Summarise,Accuracy,,7,insufficient_data
EVALUATOR_TASK,b1,B,Summarise,Constructiveness,,7,insufficient_data
EVALUATOR_TASK,b1,B,Summarise,Motivational,,7,insufficient_data
EVALUATOR_TASK,b1,B,Summarise,Sentiment,,7,insufficient_data
EVALUATOR_TASK,b2,B,Idea-to-Text,Fluency,,6,insufficient_data
EVALUATOR_TASK,b2,B,Idea-to-Text,Coherence,,6,insufficient_data
EVALUATOR_TASK,b2,B,Idea-to-Text,Conciseness,,6,insufficient_data
EVALUATOR_TASK,b2,B,Idea-to-Text,Accuracy,,6,insufficient_data
EVALUATOR_TASK,b2,B,Idea-to-Text,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,b2,B,Idea-to-Text,Motivational,,6,insufficient_data
EVALUATOR_TASK,b2,B,Idea-to-Text,Sentiment,,6,insufficient_data
EVALUATOR_TASK,b2,B,Interpret,Fluency,,4,insufficient_data
EVALUATOR_TASK,b2,B,Interpret,Coherence,,4,insufficient_data
EVALUATOR_TASK,b2,B,Interpret,Conciseness,,4,insufficient_data
EVALUATOR_TASK,b2,B,Interpret,Accuracy,,4,insufficient_data
EVALUATOR_TASK,b2,B,Interpret,Constructiveness,,4,insufficient_data
EVALUATOR_TASK,b2,B,Interpret,Motivational,,4,insufficient_data
EVALUATOR_TASK,b2,B,Interpret,Sentiment,,4,insufficient_data
EVALUATOR_TASK,b2,B,Summarise,Fluency,,6,insufficient_data
EVALUATOR_TASK,b2,B,Summarise,Coherence,,6,insufficient_data
EVALUATOR_TASK,b2,B,Summarise,Conciseness,,6,insufficient_data
EVALUATOR_TASK,b2,B,Summarise,Accuracy,,6,insufficient_data
EVALUATOR_TASK,b2,B,Summarise,Constructiveness,,6,insufficient_data
EVALUATOR_TASK,b2,B,Summarise,Motivational,,6,insufficient_data
EVALUATOR_TASK,b2,B,Summarise,Sentiment,,6,insufficient_data
EVALUATOR_TASK,b3,B,Idea-to-Text,Fluency,,8,insufficient_data
EVALUATOR_TASK,b3,B,Idea-to-Text,Coherence,,8,insufficient_data
EVALUATOR_TASK,b3,B,Idea-to-Text,Conciseness,,8,insufficient_data
EVALUATOR_TASK,b3,B,Idea-to-Text,Accuracy,,8,insufficient_data
EVALUATOR_TASK,b3,B,Idea-to-Text,Constructiveness,,8,insufficient_data
EVALUATOR_TASK,b3,B,Idea-to-Text,Motivational,,8,insufficient_data
EVALUATOR_TASK,b3,B,Idea-to-Text,Sentiment,,8,insufficient_data
EVALUATOR_TASK,b3,B,Interpret,Fluency,,4,insufficient_data
EVALUATOR_TASK,b3,B,Interpret,Coherence,,4,insufficient_data
