scope,evaluator_id,task_type,criterion,spearman_rho,N
EVALUATOR,c4,ALL,Conciseness,0.3333333333333334,24
EVALUATOR,c4,ALL,Fluency,0.1,24
EVALUATOR,c5,ALL,Fluency,0.6666666666666669,24
EVALUATOR,c5,ALL,Sentiment,0.5666666666666669,24
EVALUATOR,c5,ALL,Accuracy,0.5214759255517544,14
EVALUATOR,c5,ALL,Motivational,0.2666666666666667,24
EVALUATOR,c5,ALL,Constructiveness,0.2,24
EVALUATOR,c5,ALL,Coherence,-0.2,24
EVALUATOR,c5,ALL,Conciseness,-0.4,24
EVALUATOR_TASK,a1,Idea-to-Text,Fluency,0.8,8
EVALUATOR_TASK,a1,Idea-to-Text,Coherence,0.8,8
EVALUATOR_TASK,a1,Idea-to-Text,Constructiveness,0.8,8
EVALUATOR_TASK,a1,Idea-to-Text,Motivational,0.8,8
EVALUATOR_TASK,a1,Idea-to-Text,Conciseness,0.7000000000000001,8
EVALUATOR_TASK,a1,Idea-to-Text,Sentiment,0.30000000000000004,8
EVALUATOR_TASK,a1,Idea-to-Text,Accuracy,-0.4242424242424242,6
EVALUATOR_TASK,a1,Interpret,Coherence,0.6000000000000001,8
EVALUATOR_TASK,a1,Interpret,Accuracy,0.6000000000000001,8
EVALUATOR_TASK,a1,Interpret,Fluency,0.4,8
EVALUATOR_TASK,a1,Interpret,Motivational,0.4,8
EVALUATOR_TASK,a1,Interpret,Sentiment,0.4,8
EVALUATOR_TASK,a1,Interpret,Conciseness,0.30000000000000004,8
EVALUATOR_TASK,a1,Interpret,Constructiveness,0.2,8
EVALUATOR_TASK,a1,Summarise,Fluency,0.9,8
EVALUATOR_TASK,a1,Summarise,Coherence,0.7000000000000001,8
EVALUATOR_TASK,a1,Summarise,Sentiment,0.5,8
EVALUATOR_TASK,a1,Summarise,Constructiveness,0.4,8
EVALUATOR_TASK,a1,Summarise,Motivational,0.30000000000000004,8
EVALUATOR_TASK,a1,Summarise,Accuracy,0.05607721540920444,7
EVALUATOR_TASK,a1,Summarise,Conciseness,-0.4,8
EVALUATOR_TASK,a2,Idea-to-Text,Accuracy,0.6666666666666666,5
EVALUATOR_TASK,a2,Idea-to-Text,Fluency,0.6000000000000001,8
EVALUATOR_TASK,a2,Idea-to-Text,Coherence,0.1,8
EVALUATOR_TASK,a2,Idea-to-Text,Constructiveness,0.1,8
EVALUATOR_TASK,a2,Idea-to-Text,Sentiment,-0.2,8
EVALUATOR_TASK,a2,Idea-to-Text,Motivational,-0.30000000000000004,8
EVALUATOR_TASK,a2,Idea-to-Text,Conciseness,-0.4,8
EVALUATOR_TASK,a2,Interpret,Sentiment,0.7000000000000001,8
EVALUATOR_TASK,a2,Interpret,Coherence,0.5,8
EVALUATOR_TASK,a2,Interpret,Motivational,0.4,8
EVALUATOR_TASK,a2,Interpret,Constructiveness,0.30000000000000004,8
EVALUATOR_TASK,a2,Interpret,Fluency,0.2,8
EVALUATOR_TASK,a2,Interpret,Conciseness,-0.2,8
EVALUATOR_TASK,a2,Interpret,Accuracy,-0.38888888888888895,4
EVALUATOR_TASK,a2,Summarise,Accuracy,0.9906974722292784,7
EVALUATOR_TASK,a2,Summarise,Coherence,0.9,8
EVALUATOR_TASK,a2,Summarise,Fluency,0.7000000000000001,8
EVALUATOR_TASK,a2,Summarise,Constructiveness,0.5,8
EVALUATOR_TASK,a2,Summarise,Motivational,0.30000000000000004,8
EVALUATOR_TASK,a2,Summarise,Conciseness,-0.1,8
EVALUATOR_TASK,a2,Summarise,Sentiment,-0.1,8
EVALUATOR_TASK,a3,Idea-to-Text,Fluency,1.0,8
EVALUATOR_TASK,a3,Idea-to-Text,Coherence,1.0,8
EVALUATOR_TASK,a3,Idea-to-Text,Sentiment,1.0,8
EVALUATOR_TASK,a3,Idea-to-Text,Constructiveness,0.8,8
EVALUATOR_TASK,a3,Idea-to-Text,Conciseness,0.6000000000000001,8
EVALUATOR_TASK,a3,Idea-to-Text,Motivational,0.1,8
EVALUATOR_TASK,a3,Idea-to-Text,Accuracy,-0.2,8
EVALUATOR_TASK,a3,Interpret,Fluency,0.7000000000000001,8
EVALUATOR_TASK,a3,Interpret,Coherence,0.7000000000000001,8
EVALUATOR_TASK,a3,Interpret,Sentiment,0.6000000000000001,8
EVALUATOR_TASK,a3,Interpret,Accuracy,0.5,8
EVALUATOR_TASK,a3,Interpret,Constructiveness,0.5,8
EVALUATOR_TASK,a3,Interpret,Motivational,0.5,8
EVALUATOR_TASK,a3,Interpret,Conciseness,0.2,8
EVALUATOR_TASK,a3,Summarise,Constructiveness,0.9,8
EVALUATOR_TASK,a3,Summarise,Motivational,0.9,8
EVALUATOR_TASK,a3,Summarise,Coherence,0.8,8
EVALUATOR_TASK,a3,Summarise,Sentiment,0.7000000000000001,8
EVALUATOR_TASK,a3,Summarise,Fluency,0.0,8
EVALUATOR_TASK,a3,Summarise,Accuracy,-0.1,8
EVALUATOR_TASK,a3,Summarise,Conciseness,-0.8,8
EVALUATOR_TASK,a4,Idea-to-Text,Motivational,0.8,8
EVALUATOR_TASK,a4,Idea-to-Text,Coherence,0.5,8
EVALUATOR_TASK,a4,Idea-to-Text,Constructiveness,0.5,8
EVALUATOR_TASK,a4,Idea-to-Text,Conciseness,0.4,8
EVALUATOR_TASK,a4,Idea-to-Text,Sentiment,0.1,8
EVALUATOR_TASK,a4,Idea-to-Text,Fluency,-0.4,8
EVALUATOR_TASK,a4,Idea-to-Text,Accuracy,-0.8660254037844387,3
EVALUATOR_TASK,a4,Interpret,Fluency,0.6000000000000001,8
EVALUATOR_TASK,a4,Interpret,Coherence,0.6000000000000001,8
EVALUATOR_TASK,a4,Interpret,Conciseness,0.5,8
EVALUATOR_TASK,a4,Interpret,Constructiveness,0.4,8
EVALUATOR_TASK,a4,Interpret,Sentiment,0.2,8
EVALUATOR_TASK,a4,Interpret,Accuracy,0.0,5
EVALUATOR_TASK,a4,Interpret,Motivational,-0.2,8
EVALUATOR_TASK,a4,Summarise,Fluency,0.9,8
EVALUATOR_TASK,a4,Summarise,Constructiveness,0.9,8
EVALUATOR_TASK,a4,Summarise,Motivational,0.9,8
EVALUATOR_TASK,a4,Summarise,Coherence,0.6000000000000001,8
EVALUATOR_TASK,a4,Summarise,Sentiment,0.2,8
EVALUATOR_TASK,a4,Summarise,Accuracy,0.030303030303030297,6
EVALUATOR_TASK,a4,Summarise,Conciseness,-0.2,8
EVALUATOR_TASK,a5,Idea-to-Text,Sentiment,0.9,8
EVALUATOR_TASK,a5,Idea-to-Text,Accuracy,0.8,8
EVALUATOR_TASK,a5,Idea-to-Text,Conciseness,0.6000000000000001,8
EVALUATOR_TASK,a5,Idea-to-Text,Coherence,0.4,8
EVALUATOR_TASK,a5,Idea-to-Text,Constructiveness,0.0,8
EVALUATOR_TASK,a5,Idea-to-Text,Fluency,-0.30000000000000004,8
EVALUATOR_TASK,a5,Idea-to-Text,Motivational,-0.6000000000000001,8
EVALUATOR_TASK,a5,Interpret,Constructiveness,0.4,8
EVALUATOR_TASK,a5,Interpret,Conciseness,0.1,8
EVALUATOR_TASK,a5,Interpret,Motivational,0.1,8
EVALUATOR_TASK,a5,Interpret,Accuracy,0.02803860770460222,7
EVALUATOR_TASK,a5,Interpret,Fluency,0.0,8
EVALUATOR_TASK,a5,Interpret,Coherence,-0.2,8
EVALUATOR_TASK,a5,Interpret,Sentiment,-0.30000000000000004,8
EVALUATOR_TASK,a5,Summarise,Sentiment,0.9,8
EVALUATOR_TASK,a5,Summarise,Constructiveness,0.6000000000000001,8
EVALUATOR_TASK,a5,Summarise,Fluency,0.4,8
EVALUATOR_TASK,a5,Summarise,Motivational,0.4,8
EVALUATOR_TASK,a5,Summarise,Accuracy,0.1401930385230111,7
EVALUATOR_TASK,a5,Summarise,Coherence,0.0,8
EVALUATOR_TASK,a5,Summarise,Conciseness,-0.4,8
EVALUATOR_TASK,b1,Idea-to-Text,Fluency,1.0,8
EVALUATOR_TASK,b1,Idea-to-Text,Coherence,1.0,8
EVALUATOR_TASK,b1,Idea-to-Text,Constructiveness,1.0,8
EVALUATOR_TASK,b1,Idea-to-Text,Motivational,0.8,8
EVALUATOR_TASK,b1,Idea-to-Text,Accuracy,0.6916189900468547,7
EVALUATOR_TASK,b1,Idea-to-Text,Sentiment,0.5,8
EVALUATOR_TASK,b1,Idea-to-Text,Conciseness,0.1,8
EVALUATOR_TASK,b1,Interpret,Coherence,0.8,8
EVALUATOR_TASK,b1,Interpret,Sentiment,0.8,8
EVALUATOR_TASK,b1,Interpret,Motivational,0.7000000000000001,8
EVALUATOR_TASK,b1,Interpret,Fluency,0.6000000000000001,8
EVALUATOR_TASK,b1,Interpret,Constructiveness,0.5,8
EVALUATOR_TASK,b1,Interpret,Conciseness,-0.1,8
EVALUATOR_TASK,b1,Interpret,Accuracy,-0.6000000000000001,8
EVALUATOR_TASK,b1,Summarise,Fluency,0.9,8
EVALUATOR_TASK,b1,Summarise,Coherence,0.9,8
EVALUATOR_TASK,b1,Summarise,Constructiveness,0.9,8
EVALUATOR_TASK,b1,Summarise,Motivational,0.6000000000000001,8
EVALUATOR_TASK,b1,Summarise,Sentiment,0.30000000000000004,8
EVALUATOR_TASK,b1,Summarise,Conciseness,0.0,8
EVALUATOR_TASK,b1,Summarise,Accuracy,-0.24300126677321923,7
EVALUATOR_TASK,b2,Idea-to-Text,Fluency,0.9,8
EVALUATOR_TASK,b2,Idea-to-Text,Constructiveness,0.9,8
EVALUATOR_TASK,b2,Idea-to-Text,Motivational,0.8,8
EVALUATOR_TASK,b2,Idea-to-Text,Coherence,0.6000000000000001,8
EVALUATOR_TASK,b2,Idea-to-Text,Conciseness,0.6000000000000001,8
EVALUATOR_TASK,b2,Idea-to-Text,Sentiment,0.6000000000000001,8
EVALUATOR_TASK,b2,Idea-to-Text,Accuracy,-0.10606060606060605,6
EVALUATOR_TASK,b2,Interpret,Motivational,1.0,8
EVALUATOR_TASK,b2,Interpret,Fluency,0.8,8
EVALUATOR_TASK,b2,Interpret,Constructiveness,0.8,8
EVALUATOR_TASK,b2,Interpret,Coherence,0.30000000000000004,8
EVALUATOR_TASK,b2,Interpret,Sentiment,0.30000000000000004,8
EVALUATOR_TASK,b2,Interpret,Conciseness,0.1,8
EVALUATOR_TASK,b2,Interpret,Accuracy,0.0,4
EVALUATOR_TASK,b2,Summarise,Coherence,0.6000000000000001,8
EVALUATOR_TASK,b2,Summarise,Constructiveness,0.30000000000000004,8
EVALUATOR_TASK,b2,Summarise,Fluency,0.2,8
EVALUATOR_TASK,b2,Summarise,Sentiment,0.2,8
EVALUATOR_TASK,b2,Summarise,Conciseness,0.0,8
EVALUATOR_TASK,b2,Summarise,Motivational,-0.30000000000000004,8
EVALUATOR_TASK,b2,Summarise,Accuracy,-0.8333333333333331,6
EVALUATOR_TASK,b3,Idea-to-Text,Constructiveness,0.9,8
EVALUATOR_TASK,b3,Idea-to-Text,Coherence,0.7000000000000001,8
EVALUATOR_TASK,b3,Idea-to-Text,Fluency,0.5,8
EVALUATOR_TASK,b3,Idea-to-Text,Sentiment,0.0,8
EVALUATOR_TASK,b3,Idea-to-Text,Conciseness,-0.2,8
EVALUATOR_TASK,b3,Idea-to-Text,Accuracy,-0.2,8
EVALUATOR_TASK,b3,Idea-to-Text,Motivational,-0.6000000000000001,8
EVALUATOR_TASK,b3,Interpret,Fluency,0.8,8
EVALUATOR_TASK,b3,Interpret,Constructiveness,0.8,8
EVALUATOR_TASK,b3,Interpret,Coherence,0.7000000000000001,8
EVALUATOR_TASK,b3,Interpret,Sentiment,0.5,8
EVALUATOR_TASK,b3,Interpret,Motivational,0.30000000000000004,8
EVALUATOR_TASK,b3,Interpret,Accuracy,-0.4472135954999579,4
EVALUATOR_TASK,b3,Interpret,Conciseness,-0.8,8
EVALUATOR_TASK,b3,Summarise,Constructiveness,0.8,8
EVALUATOR_TASK,b3,Summarise,Coherence,0.7000000000000001,8
EVALUATOR_TASK,b3,Summarise,Fluency,0.6000000000000001,8
EVALUATOR_TASK,b3,Summarise,Accuracy,0.5833333333333334,5
EVALUATOR_TASK,b3,Summarise,Conciseness,-0.2,8
EVALUATOR_TASK,b3,Summarise,Motivational,-0.2,8
EVALUATOR_TASK,b3,Summarise,Sentiment,-0.2,8
EVALUATOR_TASK,b4,Idea-to-Text,Accuracy,1.0,4
EVALUATOR_TASK,b4,Idea-to-Text,Motivational,1.0,8
EVALUATOR_TASK,b4,Idea-to-Text,Sentiment,1.0,8
EVALUATOR_TASK,b4,Idea-to-Text,Coherence,0.8,8
EVALUATOR_TASK,b4,Idea-to-Text,Conciseness,0.7000000000000001,8
EVALUATOR_TASK,b4,Idea-to-Text,Constructiveness,0.7000000000000001,8
EVALUATOR_TASK,b4,Idea-to-Text,Fluency,-0.1,8
EVALUATOR_TASK,b4,Interpret,Coherence,0.7000000000000001,8
EVALUATOR_TASK,b4,Interpret,Conciseness,0.7000000000000001,8
EVALUATOR_TASK,b4,Interpret,Constructiveness,0.7000000000000001,8
EVALUATOR_TASK,b4,Interpret,Motivational,0.7000000000000001,8
EVALUATOR_TASK,b4,Interpret,Sentiment,0.7000000000000001,8
EVALUATOR_TASK,b4,Interpret,Accuracy,-0.00934620256820074,7
EVALUATOR_TASK,b4,Interpret,Fluency,-0.1,8
EVALUATOR_TASK,b4,Summarise,Fluency,0.30000000000000004,8
EVALUATOR_TASK,b4,Summarise,Conciseness,0.30000000000000004,8
EVALUATOR_TASK,b4,Summarise,Coherence,0.2,8
EVALUATOR_TASK,b4,Summarise,Sentiment,0.1,8
EVALUATOR_TASK,b4,Summarise,Constructiveness,0.0,8
EVALUATOR_TASK,b4,Summarise,Motivational,-0.1,8
EVALUATOR_TASK,b4,Summarise,Accuracy,-0.5888107617966466,7
EVALUATOR_TASK,b5,Idea-to-Text,Fluency,0.9,8
EVALUATOR_TASK,b5,Idea-to-Text,Coherence,0.8,8
EVALUATOR_TASK,b5,Idea-to-Text,Constructiveness,0.8,8
EVALUATOR_TASK,b5,Idea-to-Text,Sentiment,0.30000000000000004,8
EVALUATOR_TASK,b5,Idea-to-Text,Conciseness,-0.1,8
EVALUATOR_TASK,b5,Idea-to-Text,Motivational,-0.1,8
EVALUATOR_TASK,b5,Idea-to-Text,Accuracy,-0.2,8
EVALUATOR_TASK,b5,Interpret,Fluency,0.9,8
EVALUATOR_TASK,b5,Interpret,Coherence,0.9,8
EVALUATOR_TASK,b5,Interpret,Motivational,0.9,8
EVALUATOR_TASK,b5,Interpret,Constructiveness,0.6000000000000001,8
EVALUATOR_TASK,b5,Interpret,Sentiment,0.5,8
EVALUATOR_TASK,b5,Interpret,Accuracy,0.2,8
EVALUATOR_TASK,b5,Interpret,Conciseness,-0.8,8
EVALUATOR_TASK,b5,Summarise,Coherence,1.0,4
EVALUATOR_TASK,b5,Summarise,Motivational,1.0,4
EVALUATOR_TASK,b5,Summarise,Fluency,0.7999999999999999,4
EVALUATOR_TASK,b5,Summarise,Accuracy,0.7999999999999999,4
EVALUATOR_TASK,b5,Summarise,Constructiveness,0.39999999999999997,4
EVALUATOR_TASK,b5,Summarise,Sentiment,0.39999999999999997,4
EVALUATOR_TASK,b5,Summarise,Conciseness,-0.19999999999999998,4
EVALUATOR_TASK,c1,Idea-to-Text,Coherence,0.7000000000000001,8
EVALUATOR_TASK,c1,Idea-to-Text,Conciseness,0.6000000000000001,8
EVALUATOR_TASK,c1,Idea-to-Text,Motivational,0.6000000000000001,8
EVALUATOR_TASK,c1,Idea-to-Text,Sentiment,0.4,8
EVALUATOR_TASK,c1,Idea-to-Text,Fluency,-0.4,8
EVALUATOR_TASK,c1,Idea-to-Text,Constructiveness,-0.6000000000000001,8
EVALUATOR_TASK,c1,Idea-to-Text,Accuracy,-0.8,8
EVALUATOR_TASK,c1,Interpret,Accuracy,0.5000000000000001,4
EVALUATOR_TASK,c1,Interpret,Constructiveness,0.5,8
EVALUATOR_TASK,c1,Interpret,Motivational,0.5,8
EVALUATOR_TASK,c1,Interpret,Fluency,0.30000000000000004,8
EVALUATOR_TASK,c1,Interpret,Coherence,0.1,8
EVALUATOR_TASK,c1,Interpret,Sentiment,-0.2,8
EVALUATOR_TASK,c1,Interpret,Conciseness,-0.5,8
EVALUATOR_TASK,c1,Summarise,Constructiveness,1.0,8
EVALUATOR_TASK,c1,Summarise,Conciseness,0.8,8
EVALUATOR_TASK,c1,Summarise,Coherence,0.6000000000000001,8
EVALUATOR_TASK,c1,Summarise,Sentiment,0.5,8
EVALUATOR_TASK,c1,Summarise,Fluency,0.4,8
EVALUATOR_TASK,c1,Summarise,Motivational,0.4,8
EVALUATOR_TASK,c1,Summarise,Accuracy,0.02803860770460222,7
EVALUATOR_TASK,c2,Interpret,Conciseness,0.9,8
EVALUATOR_TASK,c2,Interpret,Motivational,0.8,8
EVALUATOR_TASK,c2,Interpret,Sentiment,0.8,8
EVALUATOR_TASK,c2,Interpret,Coherence,0.7000000000000001,8
EVALUATOR_TASK,c2,Interpret,Fluency,0.30000000000000004,8
EVALUATOR_TASK,c2,Interpret,Accuracy,0.0,8
EVALUATOR_TASK,c2,Interpret,Constructiveness,-0.2,8
EVALUATOR_TASK,c3,Idea-to-Text,Fluency,0.6000000000000001,8
EVALUATOR_TASK,c3,Idea-to-Text,Motivational,0.5,8
EVALUATOR_TASK,c3,Idea-to-Text,Sentiment,0.5,8
EVALUATOR_TASK,c3,Idea-to-Text,Constructiveness,0.30000000000000004,8
EVALUATOR_TASK,c3,Idea-to-Text,Conciseness,0.1,8
EVALUATOR_TASK,c3,Idea-to-Text,Coherence,-0.2,8
EVALUATOR_TASK,c3,Idea-to-Text,Accuracy,-0.2,8
EVALUATOR_TASK,c3,Interpret,Coherence,1.0,8
EVALUATOR_TASK,c3,Interpret,Accuracy,1.0,3
EVALUATOR_TASK,c3,Interpret,Constructiveness,0.9,8
EVALUATOR_TASK,c3,Interpret,Fluency,0.5,8
EVALUATOR_TASK,c3,Interpret,Motivational,0.30000000000000004,8
EVALUATOR_TASK,c3,Interpret,Sentiment,0.1,8
EVALUATOR_TASK,c3,Interpret,Conciseness,-0.30000000000000004,8
EVALUATOR_TASK,c3,Summarise,Fluency,1.0,8
EVALUATOR_TASK,c3,Summarise,Sentiment,0.5,8
EVALUATOR_TASK,c3,Summarise,Conciseness,0.4,8
EVALUATOR_TASK,c3,Summarise,Coherence,0.2,8
EVALUATOR_TASK,c3,Summarise,Constructiveness,0.1,8
EVALUATOR_TASK,c3,Summarise,Motivational,0.1,8
EVALUATOR_TASK,c3,Summarise,Accuracy,0.0,6
EVALUATOR_TASK,c4,Idea-to-Text,Accuracy,1.0,5
EVALUATOR_TASK,c4,Idea-to-Text,Coherence,0.9,8
EVALUATOR_TASK,c4,Idea-to-Text,Constructiveness,0.9,8
EVALUATOR_TASK,c4,Idea-to-Text,Fluency,0.8,8
EVALUATOR_TASK,c4,Idea-to-Text,Conciseness,0.8,8
EVALUATOR_TASK,c4,Idea-to-Text,Sentiment,0.7000000000000001,8
EVALUATOR_TASK,c4,Idea-to-Text,Motivational,0.4,8
EVALUATOR_TASK,c4,Interpret,Constructiveness,0.6000000000000001,8
EVALUATOR_TASK,c4,Interpret,Motivational,0.6000000000000001,8
EVALUATOR_TASK,c4,Interpret,Conciseness,0.30000000000000004,8
EVALUATOR_TASK,c4,Interpret,Coherence,0.2,8
EVALUATOR_TASK,c4,Interpret,Accuracy,-0.08333333333333333,5
EVALUATOR_TASK,c4,Interpret,Sentiment,-0.1,8
EVALUATOR_TASK,c4,Interpret,Fluency,-0.7000000000000001,8
EVALUATOR_TASK,c4,Summarise,Accuracy,0.5539117094069972,6
EVALUATOR_TASK,c4,Summarise,Constructiveness,0.5,8
EVALUATOR_TASK,c4,Summarise,Motivational,0.5,8
EVALUATOR_TASK,c4,Summarise,Sentiment,0.5,8
EVALUATOR_TASK,c4,Summarise,Fluency,0.2,8
EVALUATOR_TASK,c4,Summarise,Coherence,-0.1,8
EVALUATOR_TASK,c4,Summarise,Conciseness,-0.1,8
EVALUATOR_TASK,c5,Idea-to-Text,Accuracy,1.0,3
EVALUATOR_TASK,c5,Idea-to-Text,Fluency,0.8,8
EVALUATOR_TASK,c5,Idea-to-Text,Constructiveness,0.8,8
EVALUATOR_TASK,c5,Idea-to-Text,Sentiment,0.8,8
EVALUATOR_TASK,c5,Idea-to-Text,Coherence,0.6000000000000001,8
EVALUATOR_TASK,c5,Idea-to-Text,Conciseness,0.30000000000000004,8
EVALUATOR_TASK,c5,Idea-to-Text,Motivational,0.1,8
EVALUATOR_TASK,c5,Interpret,Accuracy,0.5000000000000001,5
EVALUATOR_TASK,c5,Interpret,Fluency,0.2,8
EVALUATOR_TASK,c5,Interpret,Motivational,0.2,8
EVALUATOR_TASK,c5,Interpret,Sentiment,0.2,8
EVALUATOR_TASK,c5,Interpret,Conciseness,-0.5,8
EVALUATOR_TASK,c5,Interpret,Constructiveness,-0.5,8
EVALUATOR_TASK,c5,Interpret,Coherence,-0.6000000000000001,8
EVALUATOR_TASK,c5,Summarise,Fluency,1.0,8
EVALUATOR_TASK,c5,Summarise,Sentiment,0.7000000000000001,8
EVALUATOR_TASK,c5,Summarise,Motivational,0.5,8
EVALUATOR_TASK,c5,Summarise,Constructiveness,0.30000000000000004,8
EVALUATOR_TASK,c5,Summarise,Accuracy,0.25000000000000006,6
