scope,evaluator_id,group,task_type,criterion,spearman_rho,N
GROUP_TASK,ALL,A,Interpret,Fluency,0.37999999999999995,40
GROUP_TASK,ALL,A,Interpret,Coherence,0.44,40
GROUP_TASK,ALL,A,Interpret,Conciseness,0.17999999999999997,40
GROUP_TASK,ALL,A,Interpret,Accuracy,0.20999699167109082,32
GROUP_TASK,ALL,A,Interpret,Constructiveness,0.35999999999999993,40
GROUP_TASK,ALL,A,Interpret,Motivational,0.23999999999999994,40
GROUP_TASK,ALL,A,Interpret,Sentiment,0.31999999999999995,40
GROUP_TASK,ALL,A,Summarise,Fluency,0.5799999999999998,40
GROUP_TASK,ALL,A,Summarise,Coherence,0.5999999999999999,40
GROUP_TASK,ALL,A,Summarise,Conciseness,-0.37999999999999995,40
GROUP_TASK,ALL,A,Summarise,Accuracy,0.22037592321262064,35
GROUP_TASK,ALL,A,Summarise,Constructiveness,0.6599999999999999,40
GROUP_TASK,ALL,A,Summarise,Motivational,0.5599999999999999,40
GROUP_TASK,ALL,A,Summarise,Sentiment,0.44,40
GROUP_TASK,ALL,B,Idea-to-Text,Fluency,0.6399999999999999,40
GROUP_TASK,ALL,B,Idea-to-Text,Coherence,0.7799999999999999,40
GROUP_TASK,ALL,B,Idea-to-Text,Conciseness,0.22,40
GROUP_TASK,ALL,B,Idea-to-Text,Accuracy,0.11222770431418315,33
GROUP_TASK,ALL,B,Idea-to-Text,Constructiveness,0.8599999999999999,40
GROUP_TASK,ALL,B,Idea-to-Text,Motivational,0.37999999999999995,40
GROUP_TASK,ALL,B,Idea-to-Text,Sentiment,0.47999999999999987,40
GROUP_TASK,ALL,B,Interpret,Fluency,0.5999999999999999,40
GROUP_TASK,ALL,B,Interpret,Coherence,0.6799999999999999,40
GROUP_TASK,ALL,B,Interpret,Conciseness,-0.17999999999999997,40
GROUP_TASK,ALL,B,Interpret,Accuracy,-0.17930521655642703,31
GROUP_TASK,ALL,B,Interpret,Constructiveness,0.6799999999999999,40
GROUP_TASK,ALL,B,Interpret,Motivational,0.7199999999999999,40
GROUP_TASK,ALL,B,Interpret,Sentiment,0.5599999999999999,40
GROUP_TASK,ALL,B,Summarise,Fluency,0.5333333333333334,36
GROUP_TASK,ALL,B,Summarise,Coherence,0.6444444444444446,36
GROUP_TASK,ALL,B,Summarise,Conciseness,0.0,36
GROUP_TASK,ALL,B,Summarise,Accuracy,-0.14033248818679356,29
GROUP_TASK,ALL,B,Summarise,Constructiveness,0.488888888888889,36
GROUP_TASK,ALL,B,Summarise,Motivational,0.11111111111111112,36
GROUP_TASK,ALL,B,Summarise,Sentiment,0.13333333333333336,36
GROUP_TASK,ALL,C,Idea-to-Text,Fluency,0.37001533742331294,32
GROUP_TASK,ALL,C,Idea-to-Text,Coherence,0.437116564417178,32
GROUP_TASK,ALL,C,Idea-to-Text,Conciseness,0.37730061349693256,32
GROUP_TASK,ALL,C,Idea-to-Text,Accuracy,0.07807063638810997,24
GROUP_TASK,ALL,C,Idea-to-Text,Constructiveness,0.4148773006134969,32
GROUP_TASK,ALL,C,Idea-to-Text,Motivational,0.3512269938650307,32
GROUP_TASK,ALL,C,Idea-to-Text,Sentiment,0.5080521472392638,32
GROUP_TASK,ALL,C,Interpret,Fluency,0.15137795275590554,40
GROUP_TASK,ALL,C,Interpret,Coherence,0.26968503937007876,40
GROUP_TASK,ALL,C,Interpret,Conciseness,-0.03169291338582677,40
GROUP_TASK,ALL,C,Interpret,Accuracy,0.21546437552259437,25
GROUP_TASK,ALL,C,Interpret,Constructiveness,0.20964566929133863,40
GROUP_TASK,ALL,C,Interpret,Motivational,0.48149606299212605,40
GROUP_TASK,ALL,C,Interpret,Sentiment,0.1440944881889764,40
GROUP_TASK,ALL,C,Summarise,Fluency,0.6859662576687118,32
GROUP_TASK,ALL,C,Summarise,Coherence,0.028757668711656446,32
GROUP_TASK,ALL,C,Summarise,Conciseness,-0.040644171779141106,32
GROUP_TASK,ALL,C,Summarise,Accuracy,0.19234814633607733,25
GROUP_TASK,ALL,C,Summarise,Constructiveness,0.4359662576687117,32
GROUP_TASK,ALL,C,Summarise,Motivational,0.37231595092024544,32
GROUP_TASK,ALL,C,Summarise,Sentiment,0.5433282208588958,32
EVALUATOR,a1,A,ALL,Fluency,0.7000000000000002,24
EVALUATOR,a1,A,ALL,Coherence,0.7000000000000002,24
EVALUATOR,a1,A,ALL,Conciseness,0.2,24
EVALUATOR,a1,A,ALL,Accuracy,0.09169605067183788,21
EVALUATOR,a1,A,ALL,Constructiveness,0.46666666666666673,24
EVALUATOR,a1,A,ALL,Motivational,0.5000000000000001,24
EVALUATOR,a1,A,ALL,Sentiment,0.4,24
EVALUATOR,a2,A,ALL,Fluency,0.5000000000000001,24
EVALUATOR,a2,A,ALL,Coherence,0.5000000000000001,24
EVALUATOR,a2,A,ALL,Conciseness,-0.23333333333333336,24
EVALUATOR,a2,A,ALL,Accuracy,0.4955682511401451,16
EVALUATOR,a2,A,ALL,Constructiveness,0.30000000000000004,24
EVALUATOR,a2,A,ALL,Motivational,0.13333333333333336,24
EVALUATOR,a2,A,ALL,Sentiment,0.13333333333333336,24
EVALUATOR,a3,A,ALL,Fluency,0.5666666666666669,24
EVALUATOR,a3,A,ALL,Coherence,0.8333333333333335,24
EVALUATOR,a3,A,ALL,Conciseness,0.0,24
EVALUATOR,a3,A,ALL,Accuracy,0.06666666666666668,24
EVALUATOR,a3,A,ALL,Constructiveness,0.7333333333333334,24
EVALUATOR,a3,A,ALL,Motivational,0.5000000000000001,24
EVALUATOR,a3,A,ALL,Sentiment,0.7666666666666667,24
EVALUATOR,a4,A,ALL,Fluency,0.3666666666666667,24
EVALUATOR,a4,A,ALL,Coherence,0.5666666666666669,24
EVALUATOR,a4,A,ALL,Conciseness,0.23333333333333336,24
EVALUATOR,a4,A,ALL,Accuracy,-0.11412608882697851,14
EVALUATOR,a4,A,ALL,Constructiveness,0.6000000000000001,24
EVALUATOR,a4,A,ALL,Motivational,0.5000000000000001,24
EVALUATOR,a4,A,ALL,Sentiment,0.1666666666666667,24
EVALUATOR,a5,A,ALL,Fluency,0.03333333333333334,24
EVALUATOR,a5,A,ALL,Coherence,0.06666666666666668,24
EVALUATOR,a5,A,ALL,Conciseness,0.1,24
EVALUATOR,a5,A,ALL,Accuracy,0.3609756067441619,22
EVALUATOR,a5,A,ALL,Constructiveness,0.3333333333333334,24
EVALUATOR,a5,A,ALL,Motivational,-0.03333333333333334,24
EVALUATOR,a5,A,ALL,Sentiment,0.5000000000000001,24
EVALUATOR,b1,B,ALL,Fluency,0.8333333333333335,24
EVALUATOR,b1,B,ALL,Coherence,0.9000000000000001,24
EVALUATOR,b1,B,ALL,Conciseness,0.0,24
EVALUATOR,b1,B,ALL,Accuracy,-0.09352760024870505,22
EVALUATOR,b1,B,ALL,Constructiveness,0.8,24
EVALUATOR,b1,B,ALL,Motivational,0.7000000000000002,24
EVALUATOR,b1,B,ALL,Sentiment,0.5333333333333334,24
EVALUATOR,b2,B,ALL,Fluency,0.6333333333333335,24
EVALUATOR,b2,B,ALL,Coherence,0.5000000000000001,24
EVALUATOR,b2,B,ALL,Conciseness,0.23333333333333336,24
EVALUATOR,b2,B,ALL,Accuracy,-0.3552631578947368,16
EVALUATOR,b2,B,ALL,Constructiveness,0.6666666666666669,24
EVALUATOR,b2,B,ALL,Motivational,0.5000000000000001,24
EVALUATOR,b2,B,ALL,Sentiment,0.3666666666666667,24
EVALUATOR,b3,B,ALL,Fluency,0.6333333333333335,24
EVALUATOR,b3,B,ALL,Coherence,0.7000000000000002,24
EVALUATOR,b3,B,ALL,Conciseness,-0.4,24
EVALUATOR,b3,B,ALL,Accuracy,-0.021249857850547442,17
EVALUATOR,b3,B,ALL,Constructiveness,0.8333333333333335,24
EVALUATOR,b3,B,ALL,Motivational,-0.1666666666666667,24
EVALUATOR,b3,B,ALL,Sentiment,0.1,24
EVALUATOR,b4,B,ALL,Fluency,0.03333333333333334,24
EVALUATOR,b4,B,ALL,Coherence,0.5666666666666669,24
EVALUATOR,b4,B,ALL,Conciseness,0.5666666666666669,24
EVALUATOR,b4,B,ALL,Accuracy,-0.06278090029174034,18
EVALUATOR,b4,B,ALL,Constructiveness,0.46666666666666673,24
EVALUATOR,b4,B,ALL,Motivational,0.5333333333333334,24
EVALUATOR,b4,B,ALL,Sentiment,0.6000000000000001,24
EVALUATOR,b5,B,ALL,Fluency,0.8800000000000001,20
EVALUATOR,b5,B,ALL,Coherence,0.8800000000000001,20
EVALUATOR,b5,B,ALL,Conciseness,-0.40000000000000013,20
EVALUATOR,b5,B,ALL,Accuracy,0.16000000000000003,20
EVALUATOR,b5,B,ALL,Constructiveness,0.6400000000000001,20
EVALUATOR,b5,B,ALL,Motivational,0.5200000000000001,20
EVALUATOR,b5,B,ALL,Sentiment,0.40000000000000013,20
EVALUATOR,c1,C,ALL,Fluency,0.1,24
EVALUATOR,c1,C,ALL,Coherence,0.46666666666666673,24
EVALUATOR,c1,C,ALL,Conciseness,0.30000000000000004,24
EVALUATOR,c1,C,ALL,Accuracy,-0.2755757997308197,19
EVALUATOR,c1,C,ALL,Constructiveness,0.30000000000000004,24
EVALUATOR,c1,C,ALL,Motivational,0.5000000000000001,24
EVALUATOR,c1,C,ALL,Sentiment,0.23333333333333336,24
EVALUATOR,c2,C,ALL,Fluency,0.30000000000000004,8
EVALUATOR,c2,C,ALL,Coherence,0.7000000000000001,8
EVALUATOR,c2,C,ALL,Conciseness,0.9,8
EVALUATOR,c2,C,ALL,Accuracy,0.0,8
EVALUATOR,c2,C,ALL,Constructiveness,-0.2,8
EVALUATOR,c2,C,ALL,Motivational,0.8,8
EVALUATOR,c2,C,ALL,Sentiment,0.8,8
EVALUATOR,c3,C,ALL,Fluency,0.7000000000000002,24
EVALUATOR,c3,C,ALL,Coherence,0.3333333333333334,24
EVALUATOR,c3,C,ALL,Conciseness,0.06666666666666668,24
EVALUATOR,c3,C,ALL,Accuracy,0.09151322409737606,17
EVALUATOR,c3,C,ALL,Constructiveness,0.43333333333333335,24
EVALUATOR,c3,C,ALL,Motivational,0.30000000000000004,24
EVALUATOR,c3,C,ALL,Sentiment,0.3666666666666667,24
EVALUATOR,c4,C,ALL,Fluency,0.1,24
EVALUATOR,c4,C,ALL,Coherence,0.3333333333333334,24
EVALUATOR,c4,C,ALL,Conciseness,0.3333333333333334,24
EVALUATOR,c4,C,ALL,Accuracy,0.49029033784546006,16
EVALUATOR,c4,C,ALL,Constructiveness,0.6666666666666669,24
EVALUATOR,c4,C,ALL,Motivational,0.5000000000000001,24
EVALUATOR,c4,C,ALL,Sentiment,0.3666666666666667,24
EVALUATOR,c5,C,ALL,Fluency,0.6666666666666669,24
EVALUATOR,c5,C,ALL,Coherence,-0.2,24
EVALUATOR,c5,C,ALL,Conciseness,-0.4,24
EVALUATOR,c5,C,ALL,Accuracy,0.5214759255517544,14
EVALUATOR,c5,C,ALL,Constructiveness,0.2,24
EVALUATOR,c5,C,ALL,Motivational,0.2666666666666667,24
EVALUATOR,c5,C,ALL,Sentiment,0.5666666666666669,24
EVALUATOR_TASK,a1,A,Idea-to-Text,Fluency,0.8,8
EVALUATOR_TASK,a1,A,Idea-to-Text,Coherence,0.8,8
EVALUATOR_TASK,a1,A,Idea-to-Text,Conciseness,0.7000000000000001,8
EVALUATOR_TASK,a1,A,Idea-to-Text,Accuracy,-0.4242424242424242,6
EVALUATOR_TASK,a1,A,Idea-to-Text,Constructiveness,0.8,8
EVALUATOR_TASK,a1,A,Idea-to-Text,Motivational,0.8,8
EVALUATOR_TASK,a1,A,Idea-to-Text,Sentiment,0.30000000000000004,8
EVALUATOR_TASK,a1,A,Interpret,Fluency,0.4,8
EVALUATOR_TASK,a1,A,Interpret,Coherence,0.6000000000000001,8
EVALUATOR_TASK,a1,A,Interpret,Conciseness,0.30000000000000004,8
EVALUATOR_TASK,a1,A,Interpret,Accuracy,0.6000000000000001,8
EVALUATOR_TASK,a1,A,Interpret,Constructiveness,0.2,8
EVALUATOR_TASK,a1,A,Interpret,Motivational,0.4,8
EVALUATOR_TASK,a1,A,Interpret,Sentiment,0.4,8
EVALUATOR_TASK,a1,A,Summarise,Fluency,0.9,8
EVALUATOR_TASK,a1,A,Summarise,Coherence,0.7000000000000001,8
EVALUATOR_TASK,a1,A,Summarise,Conciseness,-0.4,8
EVALUATOR_TASK,a1,A,Summarise,Accuracy,0.05607721540920444,7
EVALUATOR_TASK,a1,A,Summarise,Constructiveness,0.4,8
EVALUATOR_TASK,a1,A,Summarise,Motivational,0.30000000000000004,8
EVALUATOR_TASK,a1,A,Summarise,Sentiment,0.5,8
EVALUATOR_TASK,a2,A,Idea-to-Text,Fluency,0.6000000000000001,8
EVALUATOR_TASK,a2,A,Idea-to-Text,Coherence,0.1,8
EVALUATOR_TASK,a2,A,Idea-to-Text,Conciseness,-0.4,8
EVALUATOR_TASK,a2,A,Idea-to-Text,Accuracy,0.6666666666666666,5
EVALUATOR_TASK,a2,A,Idea-to-Text,Constructiveness,0.1,8
EVALUATOR_TASK,a2,A,Idea-to-Text,Motivational,-0.30000000000000004,8
EVALUATOR_TASK,a2,A,Idea-to-Text,Sentiment,-0.2,8
EVALUATOR_TASK,a2,A,Interpret,Fluency,0.2,8
EVALUATOR_TASK,a2,A,Interpret,Coherence,0.5,8
EVALUATOR_TASK,a2,A,Interpret,Conciseness,-0.2,8
EVALUATOR_TASK,a2,A,Interpret,Accuracy,-0.38888888888888895,4
EVALUATOR_TASK,a2,A,Interpret,Constructiveness,0.30000000000000004,8
EVALUATOR_TASK,a2,A,Interpret,Motivational,0.4,8
EVALUATOR_TASK,a2,A,Interpret,Sentiment,0.7000000000000001,8
EVALUATOR_TASK,a2,A,Summarise,Fluency,0.7000000000000001,8
EVALUATOR_TASK,a2,A,Summarise,Coherence,0.9,8
EVALUATOR_TASK,a2,A,Summarise,Conciseness,-0.1,8
EVALUATOR_TASK,a2,A,Summarise,Accuracy,0.9906974722292784,7
EVALUATOR_TASK,a2,A,Summarise,Constructiveness,0.5,8
EVALUATOR_TASK,a2,A,Summarise,Motivational,0.30000000000000004,8
EVALUATOR_TASK,a2,A,Summarise,Sentiment,-0.1,8
EVALUATOR_TASK,a3,A,Idea-to-Text,Fluency,1.0,8
EVALUATOR_TASK,a3,A,Idea-to-Text,Coherence,1.0,8
EVALUATOR_TASK,a3,A,Idea-to-Text,Conciseness,0.6000000000000001,8
EVALUATOR_TASK,a3,A,Idea-to-Text,Accuracy,-0.2,8
EVALUATOR_TASK,a3,A,Idea-to-Text,Constructiveness,0.8,8
EVALUATOR_TASK,a3,A,Idea-to-Text,Motivational,0.1,8
EVALUATOR_TASK,a3,A,Idea-to-Text,Sentiment,1.0,8
EVALUATOR_TASK,a3,A,Interpret,Fluency,0.7000000000000001,8
EVALUATOR_TASK,a3,A,Interpret,Coherence,0.7000000000000001,8
EVALUATOR_TASK,a3,A,Interpret,Conciseness,0.2,8
EVALUATOR_TASK,a3,A,Interpret,Accuracy,0.5,8
EVALUATOR_TASK,a3,A,Interpret,Constructiveness,0.5,8
EVALUATOR_TASK,a3,A,Interpret,Motivational,0.5,8
EVALUATOR_TASK,a3,A,Interpret,Sentiment,0.6000000000000001,8
EVALUATOR_TASK,a3,A,Summarise,Fluency,0.0,8
EVALUATOR_TASK,a3,A,Summarise,Coherence,0.8,8
EVALUATOR_TASK,a3,A,Summarise,Conciseness,-0.8,8
EVALUATOR_TASK,a3,A,Summarise,Accuracy,-0.1,8
EVALUATOR_TASK,a3,A,Summarise,Constructiveness,0.9,8
EVALUATOR_TASK,a3,A,Summarise,Motivational,0.9,8
EVALUATOR_TASK,a3,A,Summarise,Sentiment,0.7000000000000001,8
EVALUATOR_TASK,a4,A,Idea-to-Text,Fluency,-0.4,8
EVALUATOR_TASK,a4,A,Idea-to-Text,Coherence,0.5,8
EVALUATOR_TASK,a4,A,Idea-to-Text,Conciseness,0.4,8
EVALUATOR_TASK,a4,A,Idea-to-Text,Accuracy,-0.8660254037844387,3
EVALUATOR_TASK,a4,A,Idea-to-Text,Constructiveness,0.5,8
EVALUATOR_TASK,a4,A,Idea-to-Text,Motivational,0.8,8
EVALUATOR_TASK,a4,A,Idea-to-Text,Sentiment,0.1,8
EVALUATOR_TASK,a4,A,Interpret,Fluency,0.6000000000000001,8
EVALUATOR_TASK,a4,A,Interpret,Coherence,0.6000000000000001,8
EVALUATOR_TASK,a4,A,Interpret,Conciseness,0.5,8
EVALUATOR_TASK,a4,A,Interpret,Accuracy,0.0,5
EVALUATOR_TASK,a4,A,Interpret,Constructiveness,0.4,8
EVALUATOR_TASK,a4,A,Interpret,Motivational,-0.2,8
EVALUATOR_TASK,a4,A,Interpret,Sentiment,0.2,8
EVALUATOR_TASK,a4,A,Summarise,Fluency,0.9,8
EVALUATOR_TASK,a4,A,Summarise,Coherence,0.6000000000000001,8
EVALUATOR_TASK,a4,A,Summarise,Conciseness,-0.2,8
EVALUATOR_TASK,a4,A,Summarise,Accuracy,0.030303030303030297,6
EVALUATOR_TASK,a4,A,Summarise,Constructiveness,0.9,8
EVALUATOR_TASK,a4,A,Summarise,Motivational,0.9,8
EVALUATOR_TASK,a4,A,Summarise,Sentiment,0.2,8
EVALUATOR_TASK,a5,A,Idea-to-Text,Fluency,-0.30000000000000004,8
EVALUATOR_TASK,a5,A,Idea-to-Text,Coherence,0.4,8
EVALUATOR_TASK,a5,A,Idea-to-Text,Conciseness,0.6000000000000001,8
EVALUATOR_TASK,a5,A,Idea-to-Text,Accuracy,0.8,8
EVALUATOR_TASK,a5,A,Idea-to-Text,Constructiveness,0.0,8
EVALUATOR_TASK,a5,A,Idea-to-Text,Motivational,-0.6000000000000001,8
EVALUATOR_TASK,a5,A,Idea-to-Text,Sentiment,0.9,8
EVALUATOR_TASK,a5,A,Interpret,Fluency,0.0,8
EVALUATOR_TASK,a5,A,Interpret,Coherence,-0.2,8
EVALUATOR_TASK,a5,A,Interpret,Conciseness,0.1,8
EVALUATOR_TASK,a5,A,Interpret,Accuracy,0.02803860770460222,7
EVALUATOR_TASK,a5,A,Interpret,Constructiveness,0.4,8
EVALUATOR_TASK,a5,A,Interpret,Motivational,0.1,8
EVALUATOR_TASK,a5,A,Interpret,Sentiment,-0.30000000000000004,8
EVALUATOR_TASK,a5,A,Summarise,Fluency,0.4,8
EVALUATOR_TASK,a5,A,Summarise,Coherence,0.0,8
EVALUATOR_TASK,a5,A,Summarise,Conciseness,-0.4,8
EVALUATOR_TASK,a5,A,Summarise,Accuracy,0.1401930385230111,7
EVALUATOR_TASK,a5,A,Summarise,Constructiveness,0.6000000000000001,8
EVALUATOR_TASK,a5,A,Summarise,Motivational,0.4,8
EVALUATOR_TASK,a5,A,Summarise,Sentiment,0.9,8
EVALUATOR_TASK,b1,B,Idea-to-Text,Fluency,1.0,8
EVALUATOR_TASK,b1,B,Idea-to-Text,Coherence,1.0,8
EVALUATOR_TASK,b1,B,Idea-to-Text,Conciseness,0.1,8
EVALUATOR_TASK,b1,B,Idea-to-Text,Accuracy,0.6916189900468547,7
EVALUATOR_TASK,b1,B,Idea-to-Text,Constructiveness,1.0,8
EVALUATOR_TASK,b1,B,Idea-to-Text,Motivational,0.8,8
EVALUATOR_TASK,b1,B,Idea-to-Text,Sentiment,0.5,8
EVALUATOR_TASK,b1,B,Interpret,Fluency,0.6000000000000001,8
EVALUATOR_TASK,b1,B,Interpret,Coherence,0.8,8
EVALUATOR_TASK,b1,B,Interpret,Conciseness,-0.1,8
EVALUATOR_TASK,b1,B,Interpret,Accuracy,-0.6000000000000001,8
EVALUATOR_TASK,b1,B,Interpret,Constructiveness,0.5,8
EVALUATOR_TASK,b1,B,Interpret,Motivational,0.7000000000000001,8
EVALUATOR_TASK,b1,B,Interpret,Sentiment,0.8,8
EVALUATOR_TASK,b1,B,Summarise,Fluency,0.9,8
EVALUATOR_TASK,b1,B,Summarise,Coherence,0.9,8
EVALUATOR_TASK,b1,B,Summarise,Conciseness,0.0,8
EVALUATOR_TASK,b1,B,Summarise,Accuracy,-0.24300126677321923,7
EVALUATOR_TASK,b1,B,Summarise,Constructiveness,0.9,8
EVALUATOR_TASK,b1,B,Summarise,Motivational,0.6000000000000001,8
EVALUATOR_TASK,b1,B,Summarise,Sentiment,0.30000000000000004,8
EVALUATOR_TASK,b2,B,Idea-to-Text,Fluency,0.9,8
EVALUATOR_TASK,b2,B,Idea-to-Text,Coherence,0.6000000000000001,8
EVALUATOR_TASK,b2,B,Idea-to-Text,Conciseness,0.6000000000000001,8
EVALUATOR_TASK,b2,B,Idea-to-Text,Accuracy,-0.10606060606060605,6
EVALUATOR_TASK,b2,B,Idea-to-Text,Constructiveness,0.9,8
EVALUATOR_TASK,b2,B,Idea-to-Text,Motivational,0.8,8
EVALUATOR_TASK,b2,B,Idea-to-Text,Sentiment,0.6000000000000001,8
EVALUATOR_TASK,b2,B,Interpret,Fluency,0.8,8
EVALUATOR_TASK,b2,B,Interpret,Coherence,0.30000000000000004,8
EVALUATOR_TASK,b2,B,Interpret,Conciseness,0.1,8
EVALUATOR_TASK,b2,B,Interpret,Accuracy,0.0,4
EVALUATOR_TASK,b2,B,Interpret,Constructiveness,0.8,8
EVALUATOR_TASK,b2,B,Interpret,Motivational,1.0,8
EVALUATOR_TASK,b2,B,Interpret,Sentiment,0.30000000000000004,8
EVALUATOR_TASK,b2,B,Summarise,Fluency,0.2,8
EVALUATOR_TASK,b2,B,Summarise,Coherence,0.6000000000000001,8
EVALUATOR_TASK,b2,B,Summarise,Conciseness,0.0,8
EVALUATOR_TASK,b2,B,Summarise,Accuracy,-0.8333333333333331,6
EVALUATOR_TASK,b2,B,Summarise,Constructiveness,0.30000000000000004,8
EVALUATOR_TASK,b2,B,Summarise,Motivational,-0.30000000000000004,8
EVALUATOR_TASK,b2,B,Summarise,Sentiment,0.2,8
EVALUATOR_TASK,b3,B,Idea-to-Text,Fluency,0.5,8
EVALUATOR_TASK,b3,B,Idea-to-Text,Coherence,0.7000000000000001,8
EVALUATOR_TASK,b3,B,Idea-to-Text,Conciseness,-0.2,8
EVALUATOR_TASK,b3,B,Idea-to-Text,Accuracy,-0.2,8
EVALUATOR_TASK,b3,B,Idea-to-Text,Constructiveness,0.9,8
EVALUATOR_TASK,b3,B,Idea-to-Text,Motivational,-0.6000000000000001,8
EVALUATOR_TASK,b3,B,Idea-to-Text,Sentiment,0.0,8
EVALUATOR_TASK,b3,B,Interpret,Fluency,0.8,8
EVALUATOR_TASK,b3,B,Interpret,Coherence,0.7000000000000001,8
EVALUATOR_TASK,b3,B,Interpret,Conciseness,-0.8,8
EVALUATOR_TASK,b3,B,Interpret,Accuracy,-0.4472135954999579,4
EVALUATOR_TASK,b3,B,Interpret,Constructiveness,0.8,8
EVALUATOR_TASK,b3,B,Interpret,Motivational,0.30000000000000004,8
EVALUATOR_TASK,b3,B,Interpret,Sentiment,0.5,8
EVALUATOR_TASK,b3,B,Summarise,Fluency,0.6000000000000001,8
EVALUATOR_TASK,b3,B,Summarise,Coherence,0.7000000000000001,8
EVALUATOR_TASK,b3,B,Summarise,Conciseness,-0.2,8
EVALUATOR_TASK,b3,B,Summarise,Accuracy,0.5833333333333334,5
EVALUATOR_TASK,b3,B,Summarise,Constructiveness,0.8,8
EVALUATOR_TASK,b3,B,Summarise,Motivational,-0.2,8
EVALUATOR_TASK,b3,B,Summarise,Sentiment,-0.2,8
EVALUATOR_TASK,b4,B,Idea-to-Text,Fluency,-0.1,8
EVALUATOR_TASK,b4,B,Idea-to-Text,Coherence,0.8,8
EVALUATOR_TASK,b4,B,Idea-to-Text,Conciseness,0.7000000000000001,8
EVALUATOR_TASK,b4,B,Idea-to-Text,Accuracy,1.0,4
EVALUATOR_TASK,b4,B,Idea-to-Text,Constructiveness,0.7000000000000001,8
EVALUATOR_TASK,b4,B,Idea-to-Text,Motivational,1.0,8
