"Model","Category","Volunteer","Task_ID","word_count","token_count","bleu_1","bleu_2","bleu_3","bleu_4","rouge_l_precision","rouge_l_recall","rouge_l_f1","lexical_diversity","length_ratio","distinct_1","distinct_2","bert_precision","bert_recall","bert_f1"
"DeepSeek","Summarise","Volunteer 4","A11","23","23","0.06922799613204017","0.05350758055641036","0.04531215475298041","0.03814072335488702","0.7083333333333334","0.22666666666666666","0.3434343434343434","0.9130434782608695","0.3150684931075249","0.9130434782608695","1.0","0.9124348759651184","0.8708372116088867","0.8911508917808533"
"DeepSeek","Interpret","Volunteer 4","A13","59","59","0.15254237288135594","0.05128392449635185","0.016648018488878945","0.009527411106913531","0.11290322580645161","0.2","0.1443298969072165","0.8983050847457628","1.685714285232653","0.8983050847457628","1.0","0.8375102281570435","0.8973685503005981","0.8664067387580872"
"DeepSeek","Interpret","Volunteer 4","A16","52","52","0.07494758189256577","0.007567879512889552","0.00354742422637388","0.002441046587064953","0.1320754716981132","0.0660377358490566","0.0880503144654088","0.9423076923076923","0.5148514850975395","0.9423076923076923","1.0","0.8363035321235657","0.8431463241577148","0.8397110104560852"
"DeepSeek","Idea-to-Text","Volunteer 5","A2","42","42","0.11904761904761905","0.0538850671761303","0.019362389634425284","0.011680274914060781","0.20930232558139536","0.6","0.3103448275862069","0.8095238095238095","2.9999999978571426","0.8095238095238095","1.0","0.8949058651924133","0.9389320611953735","0.9163904190063477"
"DeepSeek","Idea-to-Text","Volunteer 5","A4","40","40","0.075","0.013867504905630728","0.007969009659521962","0.006081389695809871","0.14634146341463414","0.42857142857142855","0.2181818181818182","0.8","3.0769230745562126","0.8","0.9743589743589743","0.8797357678413391","0.8958963751792908","0.8877425193786621"
"DeepSeek","Summarise","Volunteer 5","A10","15","15","0.009565197145122127","0.005716298640886815","0.0039171794477614996","0.001860344062310956","0.7857142857142857","0.1527777777777778","0.2558139534883721","1.0","0.21126760560404684","1.0","1.0","0.8847596645355225","0.8543266654014587","0.8692768812179565"
"DeepSeek","Summarise","Volunteer 5","A12","15","15","0.012753596193496168","0.004667338295845891","0.0015883384436129403","0.0009453017408951858","0.7333333333333333","0.1527777777777778","0.25287356321839083","1.0","0.21126760560404684","1.0","1.0","0.9019485712051392","0.8401464223861694","0.8699512481689453"
"DeepSeek","Interpret","Volunteer 5","A15","54","54","0.12527673085870955","0.03265004072947385","0.009741945027071403","0.005347304801815223","0.1896551724137931","0.1134020618556701","0.14193548387096774","0.9259259259259259","0.5567010308704432","0.9259259259259259","1.0","0.8474927544593811","0.8530896902084351","0.8502820134162903"
"DeepSeek","Interpret","Volunteer 5","A18","46","46","0.09342958257828277","0.009957167496419495","0.0047563400142868455","0.003306263698469383","0.13043478260869565","0.07317073170731707","0.09375","0.9565217391304348","0.574999999928125","0.9565217391304348","1.0","0.8350744247436523","0.8433752059936523","0.8392043113708496"
"Flash","Idea-to-Text","Volunteer 1","A1","50","50","0.06","0.01106566670344976","0.006342171441018576","0.004826741258911654","0.11764705882352941","0.4","0.1818181818181818","0.92","3.333333331111111","0.92","1.0","0.8588521480560303","0.8774662613868713","0.8680594563484192"
"Flash","Idea-to-Text","Volunteer 1","A5","70","70","0.04285714285714286","0.007881104062391004","0.004503550846421384","0.0034170206403382566","0.0945945945945946","0.5384615384615384","0.16091954022988506","0.8857142857142857","5.384615380473372","0.8857142857142857","1.0","0.8583362102508545","0.8858784437179565","0.8718898296356201"
"Flash","Summarise","Volunteer 1","A9","25","25","0.15661430141905894","0.09228586213684209","0.04943610324763115","0.02057429903756558","0.4","0.18867924528301888","0.2564102564102564","0.96","0.47169811311854754","0.96","1.0","0.9215463399887085","0.8909286856651306","0.9059789180755615"
"Flash","Summarise","Volunteer 1","A10","29","29","0.11343623995263935","0.061707476104402546","0.040468880874353234","0.02781973605051083","0.41379310344827586","0.16666666666666666","0.2376237623762376","0.9655172413793104","0.40845070416782386","0.9655172413793104","1.0","0.9134390354156494","0.8838310241699219","0.8983911871910095"
"Flash","Interpret","Volunteer 1","A15","74","74","0.2574887199149241","0.11368704183398812","0.06407845086081478","0.04059509487096342","0.25675675675675674","0.1958762886597938","0.22222222222222218","0.8243243243243243","0.7628865978594963","0.8243243243243243","1.0","0.8742164969444275","0.865409255027771","0.8697905540466309"
"Flash","Interpret","Volunteer 1","A17","89","89","0.11235955056179775","0.011299615367639217","0.005274759822411469","0.003614326686159627","0.0989010989010989","0.21951219512195122","0.13636363636363635","0.8426966292134831","2.170731706787626","0.8426966292134831","1.0","0.8628779649734497","0.893052339553833","0.8777058720588684"
"Flash","Idea-to-Text","Volunteer 2","A3","50","50","0.07999999999999999","0.0127775312999988","0.00698046289942018","0.005186671025518576","0.09803921568627451","0.38461538461538464","0.15625000000000003","0.92","4.5454545413223135","0.92","1.0","0.866335391998291","0.8872700333595276","0.8766777515411377"
"Flash","Idea-to-Text","Volunteer 2","A6","47","47","0.10638297872340424","0.01520747661681183","0.008010026145168991","0.005846046710803097","0.1702127659574468","0.5333333333333333","0.25806451612903225","0.8936170212765957","3.3571428547448976","0.8936170212765957","1.0","0.8759714365005493","0.9106515645980835","0.8929749131202698"
"Flash","Summarise","Volunteer 2","A7","19","19","0.03952767447856925","0.01731651396788362","0.004938306765454985","0.0026774359960096998","0.5238095238095238","0.14285714285714285","0.22448979591836732","0.8947368421052632","0.2714285713897959","0.8947368421052632","1.0","0.9238227605819702","0.8791409730911255","0.9009281992912292"
"Flash","Summarise","Volunteer 2","A11","24","24","0.05949724772540908","0.018324926293395407","0.005829872744203527","0.003326736021813032","0.4444444444444444","0.16","0.23529411764705882","0.9583333333333334","0.3287671232426347","0.9583333333333334","1.0","0.9079700708389282","0.8721575736999512","0.8897035717964172"
"Flash","Interpret","Volunteer 2","A13","99","99","0.12121212121212123","0.060914490387317256","0.033694304687256336","0.014128614182826434","0.1188118811881188","0.34285714285714286","0.1764705882352941","0.7676767676767676","2.8285714277632654","0.7676767676767676","0.9897959183673469","0.8517594933509827","0.9208150506019592","0.8849421739578247"
"Flash","Interpret","Volunteer 2","A17","89","89","0.11235955056179775","0.011299615367639217","0.005274759822411469","0.003614326686159627","0.0989010989010989","0.21951219512195122","0.13636363636363635","0.8426966292134831","2.170731706787626","0.8426966292134831","1.0","0.8628779649734497","0.893052339553833","0.8777058720588684"
"Flash","Idea-to-Text","Volunteer 3","A4","40","40","0.10000000000000002","0.050636968354183326","0.01889661140091354","0.011620839902894897","0.12195121951219512","0.35714285714285715","0.18181818181818182","0.875","3.0769230745562126","0.875","1.0","0.889553427696228","0.8966996669769287","0.8931122422218323"
"Flash","Idea-to-Text","Volunteer 3","A6","47","47","0.10638297872340424","0.01520747661681183","0.008010026145168991","0.005846046710803097","0.1702127659574468","0.5333333333333333","0.25806451612903225","0.8936170212765957","3.3571428547448976","0.8936170212765957","1.0","0.8759714365005493","0.9106515645980835","0.8929749131202698"
"Flash","Summarise","Volunteer 3","A8","25","25","0.20563526298557336","0.12117174075681497","0.0714425009700676","0.031193247375194792","0.5","0.325","0.393939393939394","0.96","0.6410256408612754","0.96","1.0","0.9335394501686096","0.9275798797607422","0.9305501580238342"
"Flash","Summarise","Volunteer 3","A9","25","25","0.15661430141905894","0.09228586213684209","0.04943610324763115","0.02057429903756558","0.4","0.18867924528301888","0.2564102564102564","0.96","0.47169811311854754","0.96","1.0","0.9215463399887085","0.8909286856651306","0.9059789180755615"
"Flash","Interpret","Volunteer 3","A14","58","58","0.15517241379310345","0.01649946377614077","0.007862920374817063","0.00545251960662473","0.2","0.23076923076923078","0.21428571428571427","0.8448275862068966","1.1153846151701183","0.8448275862068966","1.0","0.8703184127807617","0.8863276243209839","0.8782501220703125"
"Flash","Interpret","Volunteer 3","A16","68","68","0.22629269705197172","0.045595038760326584","0.012469342724495763","0.006545822022268735","0.2571428571428571","0.16981132075471697","0.20454545454545453","0.7941176470588235","0.6732673266660132","0.7941176470588235","0.9850746268656716","0.8770250082015991","0.8685232996940613","0.8727535009384155"
"Flash","Idea-to-Text","Volunteer 4","A2","54","54","0.09259259259259259","0.041797488547959935","0.014977259127595278","0.009009106352492559","0.14285714285714285","0.5333333333333333","0.22535211267605632","0.8333333333333334","3.857142854387755","0.8333333333333334","1.0","0.8833104372024536","0.9276500940322876","0.9049374461174011"
"Flash","Idea-to-Text","Volunteer 4","A3","50","50","0.07999999999999999","0.0127775312999988","0.00698046289942018","0.005186671025518576","0.09803921568627451","0.38461538461538464","0.15625000000000003","0.92","4.5454545413223135","0.92","1.0","0.866335391998291","0.8872700333595276","0.8766777515411377"
"Flash","Summarise","Volunteer 4","A8","25","25","0.20563526298557336","0.12117174075681497","0.0714425009700676","0.031193247375194792","0.5","0.325","0.393939393939394","0.96","0.6410256408612754","0.96","1.0","0.9335394501686096","0.9275798797607422","0.9305501580238342"
"Flash","Summarise","Volunteer 4","A11","24","24","0.05949724772540908","0.018324926293395407","0.005829872744203527","0.003326736021813032","0.4444444444444444","0.16","0.23529411764705882","0.9583333333333334","0.3287671232426347","0.9583333333333334","1.0","0.9079700708389282","0.8721575736999512","0.8897035717964172"
"Flash","Interpret","Volunteer 4","A13","99","99","0.12121212121212123","0.060914490387317256","0.033694304687256336","0.014128614182826434","0.1188118811881188","0.34285714285714286","0.1764705882352941","0.7676767676767676","2.8285714277632654","0.7676767676767676","0.9897959183673469","0.8517594933509827","0.9208150506019592","0.8849421739578247"
"Flash","Interpret","Volunteer 4","A16","68","68","0.22629269705197172","0.045595038760326584","0.012469342724495763","0.006545822022268735","0.2571428571428571","0.16981132075471697","0.20454545454545453","0.7941176470588235","0.6732673266660132","0.7941176470588235","0.9850746268656716","0.8770250082015991","0.8685232996940613","0.8727535009384155"
"Flash","Idea-to-Text","Volunteer 5","A2","54","54","0.09259259259259259","0.041797488547959935","0.014977259127595278","0.009009106352492559","0.14285714285714285","0.5333333333333333","0.22535211267605632","0.8333333333333334","3.857142854387755","0.8333333333333334","1.0","0.8833104372024536","0.9276500940322876","0.9049374461174011"
"Flash","Idea-to-Text","Volunteer 5","A4","40","40","0.10000000000000002","0.050636968354183326","0.01889661140091354","0.011620839902894897","0.12195121951219512","0.35714285714285715","0.18181818181818182","0.875","3.0769230745562126","0.875","1.0","0.889553427696228","0.8966996669769287","0.8931122422218323"
"Flash","Summarise","Volunteer 5","A10","29","29","0.11343623995263935","0.061707476104402546","0.040468880874353234","0.02781973605051083","0.41379310344827586","0.16666666666666666","0.2376237623762376","0.9655172413793104","0.40845070416782386","0.9655172413793104","1.0","0.9134390354156494","0.8838310241699219","0.8983911871910095"
"Flash","Summarise","Volunteer 5","A12","21","21","0.0352238004049219","0.00403539329048927","0.001993706468063228","0.001420427811040056","0.3333333333333333","0.09722222222222222","0.15053763440860216","1.0","0.2957746478456656","1.0","1.0","0.8845572471618652","0.8426131010055542","0.863075852394104"
"Flash","Interpret","Volunteer 5","A15","74","74","0.2574887199149241","0.11368704183398812","0.06407845086081478","0.04059509487096342","0.25675675675675674","0.1958762886597938","0.22222222222222218","0.8243243243243243","0.7628865978594963","0.8243243243243243","1.0","0.8742164969444275","0.865409255027771","0.8697905540466309"
"Flash","Interpret","Volunteer 5","A18","113","113","0.17699115044247787","0.039752712221315115","0.011249594033207399","0.005997972446863238","0.1271186440677966","0.18292682926829268","0.15","0.7964601769911505","1.4124999998234375","0.7964601769911505","1.0","0.8482657670974731","0.8661725521087646","0.8571256995201111"
"Qwen","Idea-to-Text","Volunteer 1","A1","40","40","0.10000000000000002","0.050636968354183326","0.01889661140091354","0.011620839902894897","0.21428571428571427","0.6","0.3157894736842105","0.925","2.6666666648888886","0.925","1.0","0.8831294775009155","0.916589617729187","0.8995485305786133"
"Qwen","Idea-to-Text","Volunteer 1","A5","44","44","0.13636363636363635","0.07963978098028482","0.024717446787215807","0.013853411725680142","0.20454545454545456","0.6923076923076923","0.3157894736842105","0.8863636363636364","3.3846153820118343","0.8863636363636364","1.0","0.8870069980621338","0.9367596507072449","0.9112046360969543"
"Qwen","Summarise","Volunteer 1","A9","31","31","0.31729214061028743","0.22806809572599185","0.1639950340599383","0.11156777379130285","0.5161290322580645","0.3018867924528302","0.380952380952381","0.967741935483871","0.584905660266999","0.967741935483871","1.0","0.9323296546936035","0.9120461940765381","0.922076404094696"
"Qwen","Summarise","Volunteer 1","A10","37","37","0.19408383508186744","0.12270202901734126","0.07001557740880687","0.02519160991982286","0.4594594594594595","0.2361111111111111","0.3119266055045871","0.8378378378378378","0.5211267604899822","0.8378378378378378","0.9722222222222222","0.9073399901390076","0.8840380907058716","0.8955375552177429"
"Qwen","Interpret","Volunteer 1","A15","118","118","0.2796610169491525","0.11975638025916216","0.0498172531299465","0.018107578344742734","0.17647058823529413","0.21649484536082475","0.19444444444444445","0.7542372881355932","1.216494845235413","0.7542372881355932","0.9829059829059829","0.8579736948013306","0.8746176362037659","0.866215705871582"
