"Model","Category","Volunteer","Task_ID","word_count","token_count","bleu_1","bleu_2","bleu_3","bleu_4","rouge_l_precision","rouge_l_recall","rouge_l_f1","lexical_diversity","length_ratio","distinct_1","distinct_2","bert_precision","bert_recall","bert_f1"
"Gemini","Interpret","Volunteer 5","C15","44","44","0.14704030829168305","0.03840456811391587","0.011484306311670902","0.006318035575632342","0.2608695652173913","0.14634146341463414","0.1875","0.7954545454545454","0.5432098764761469","0.7954545454545454","0.9767441860465116","0.8796507716178894","0.8455638885498047","0.8622705936431885"
"DeepSeek","Idea-to-Text","Volunteer 1","C2","38","38","0.026315789473684213","0.008433490104000938","0.005824214924025506","0.0048742862874500996","0.10256410256410256","0.3076923076923077","0.15384615384615385","0.868421052631579","3.1666666640277774","0.868421052631579","1.0","0.8607163429260254","0.888228714466095","0.8742561340332031"
"DeepSeek","Idea-to-Text","Volunteer 1","C3","38","38","0.15789473684210523","0.09238425536915801","0.028727498338254852","0.016132673522510122","0.3157894736842105","0.8571428571428571","0.46153846153846156","0.8421052631578947","2.923076920828402","0.8421052631578947","1.0","0.8930162787437439","0.911149799823761","0.9019919037818909"
"DeepSeek","Summarise","Volunteer 1","C7","16","16","0.00752760331130998","0.002938475448254012","0.0010199954977849791","0.0006121847684178311","0.8125","0.15853658536585366","0.2653061224489796","1.0","0.19753086417314436","1.0","1.0","0.9083589315414429","0.8630388975143433","0.8851191401481628"
"DeepSeek","Summarise","Volunteer 1","C8","13","13","0.02626930925668638","0.009666844061611111","0.0033099867334129927","0.0019835593270274604","0.7857142857142857","0.2037037037037037","0.32352941176470584","1.0","0.2407407406961591","1.0","1.0","0.9085527062416077","0.8605182766914368","0.8838833570480347"
"DeepSeek","Interpret","Volunteer 1","C13","50","50","0.10225725467594539","0.04217018108124941","0.014669912578156323","0.008698100084786914","0.11764705882352941","0.10344827586206896","0.11009174311926605","0.96","0.8620689653686088","0.96","1.0","0.8295687437057495","0.8488268256187439","0.8390873670578003"
"DeepSeek","Interpret","Volunteer 1","C14","57","57","0.10363508770592211","0.04928831560952997","0.030720018754208853","0.013701006071820579","0.1694915254237288","0.12658227848101267","0.14492753623188406","0.9298245614035088","0.7037037036168268","0.9298245614035088","1.0","0.8455284237861633","0.8649259805679321","0.85511714220047"
"DeepSeek","Idea-to-Text","Volunteer 2","C4","40","40","0.05000000000000001","0.011322770341445961","0.006961571161853254","0.005495155913866061","0.14634146341463414","0.4","0.21428571428571425","0.95","2.857142855102041","0.95","1.0","0.8705689907073975","0.8869138956069946","0.8786654472351074"
"DeepSeek","Idea-to-Text","Volunteer 2","C6","40","40","0.15","0.08770580193070289","0.02725362967323363","0.015293885404881332","0.225","0.6923076923076923","0.339622641509434","0.85","3.0769230745562126","0.85","1.0","0.8918882608413696","0.9347095489501953","0.9127969741821289"
"DeepSeek","Summarise","Volunteer 2","C10","18","18","0.03567338102994421","0.013874171049182989","0.004796645410214043","0.0028662236860726486","0.5263157894736842","0.15625","0.24096385542168675","1.0","0.29508196716474067","1.0","1.0","0.8927625417709351","0.8698567748069763","0.8811608552932739"
"DeepSeek","Summarise","Volunteer 2","C12","15","15","0.16439797596107097","0.12032699754975029","0.06500151981545495","0.02740906704208833","1.0","0.4166666666666667","0.5882352941176471","0.9333333333333333","0.41666666655092593","0.9333333333333333","1.0","0.9494603276252747","0.9194682836532593","0.9342235922813416"
"DeepSeek","Interpret","Volunteer 2","C15","54","54","0.15724868955512716","0.0734755066677601","0.0184662282010779","0.009302598867139826","0.16363636363636364","0.10975609756097561","0.13138686131386862","0.9259259259259259","0.6666666665843622","0.9259259259259259","1.0","0.8477522730827332","0.845079779624939","0.8464139699935913"
"DeepSeek","Interpret","Volunteer 2","C18","53","53","0.18867924528301888","0.06023659207386688","0.01923314047237537","0.010921823441095125","0.14814814814814814","0.17391304347826086","0.15999999999999998","0.9056603773584906","1.1777777775160494","0.9056603773584906","1.0","0.8531427383422852","0.8890371322631836","0.8707202076911926"
"DeepSeek","Idea-to-Text","Volunteer 3","C2","38","38","0.026315789473684213","0.008433490104000938","0.005824214924025506","0.0048742862874500996","0.10256410256410256","0.3076923076923077","0.15384615384615385","0.868421052631579","3.1666666640277774","0.868421052631579","1.0","0.8607163429260254","0.888228714466095","0.8742561340332031"
"DeepSeek","Idea-to-Text","Volunteer 3","C5","41","41","0.14634146341463414","0.060485837890913385","0.0210902113422651","0.012534724690717635","0.2619047619047619","0.7333333333333333","0.38596491228070173","0.9024390243902439","3.153846151420118","0.9024390243902439","1.0","0.8812634944915771","0.9031194448471069","0.8920576572418213"
"DeepSeek","Summarise","Volunteer 3","C7","16","16","0.00752760331130998","0.002938475448254012","0.0010199954977849791","0.0006121847684178311","0.8125","0.15853658536585366","0.2653061224489796","1.0","0.19753086417314436","1.0","1.0","0.9083589315414429","0.8630388975143433","0.8851191401481628"
"DeepSeek","Summarise","Volunteer 3","C9","18","18","0.12396120008246102","0.06986476317933317","0.01895184775826624","0.010031258539072805","0.8421052631578947","0.35555555555555557","0.5","1.0","0.3999999999111111","1.0","1.0","0.920195460319519","0.8939363360404968","0.9068758487701416"
"DeepSeek","Interpret","Volunteer 3","C16","53","53","0.1220339781452952","0.048323719369894234","0.013157941133358319","0.006900042643985087","0.12962962962962962","0.07608695652173914","0.09589041095890412","0.9622641509433962","0.5888888888234568","0.9622641509433962","1.0","0.8429328799247742","0.8494560718536377","0.8461818695068359"
"DeepSeek","Interpret","Volunteer 3","C18","53","53","0.18867924528301888","0.06023659207386688","0.01923314047237537","0.010921823441095125","0.14814814814814814","0.17391304347826086","0.15999999999999998","0.9056603773584906","1.1777777775160494","0.9056603773584906","1.0","0.8531427383422852","0.8890371322631836","0.8707202076911926"
"DeepSeek","Idea-to-Text","Volunteer 4","C5","41","41","0.14634146341463414","0.060485837890913385","0.0210902113422651","0.012534724690717635","0.2619047619047619","0.7333333333333333","0.38596491228070173","0.9024390243902439","3.153846151420118","0.9024390243902439","1.0","0.8812634944915771","0.9031194448471069","0.8920576572418213"
"DeepSeek","Idea-to-Text","Volunteer 4","C6","40","40","0.15","0.08770580193070289","0.02725362967323363","0.015293885404881332","0.225","0.6923076923076923","0.339622641509434","0.85","3.0769230745562126","0.85","1.0","0.8918882608413696","0.9347095489501953","0.9127969741821289"
"DeepSeek","Summarise","Volunteer 4","C8","13","13","0.02626930925668638","0.009666844061611111","0.0033099867334129927","0.0019835593270274604","0.7857142857142857","0.2037037037037037","0.32352941176470584","1.0","0.2407407406961591","1.0","1.0","0.9085527062416077","0.8605182766914368","0.8838833570480347"
"DeepSeek","Summarise","Volunteer 4","C11","11","11","0.15506540604688157","0.11499958297257577","0.08557217001208871","0.03594854498015182","1.0","0.39285714285714285","0.5641025641025641","1.0","0.39285714271683675","1.0","1.0","0.9460575580596924","0.9176943898200989","0.9316601753234863"
"DeepSeek","Interpret","Volunteer 4","C16","53","53","0.1220339781452952","0.048323719369894234","0.013157941133358319","0.006900042643985087","0.12962962962962962","0.07608695652173914","0.09589041095890412","0.9622641509433962","0.5888888888234568","0.9622641509433962","1.0","0.8429328799247742","0.8494560718536377","0.8461818695068359"
"DeepSeek","Interpret","Volunteer 4","C17","45","45","0.08888888888888888","0.014213381090374034","0.00777395666112282","0.005783214009218943","0.12244897959183673","0.18181818181818182","0.14634146341463417","1.0","1.4062499995605469","1.0","1.0","0.8477230072021484","0.8838976621627808","0.8654324412345886"
"DeepSeek","Idea-to-Text","Volunteer 5","C1","45","45","0.15555555555555556","0.11891767800211264","0.06902527228784495","0.029747041119017166","0.20454545454545456","0.6923076923076923","0.3157894736842105","0.8888888888888888","3.4615384588757396","0.8888888888888888","1.0","0.866783082485199","0.9081015586853027","0.8869613409042358"
"DeepSeek","Idea-to-Text","Volunteer 5","C4","40","40","0.05000000000000001","0.011322770341445961","0.006961571161853254","0.005495155913866061","0.14634146341463414","0.4","0.21428571428571425","0.95","2.857142855102041","0.95","1.0","0.8705689907073975","0.8869138956069946","0.8786654472351074"
"DeepSeek","Summarise","Volunteer 5","C11","11","11","0.15506540604688157","0.11499958297257577","0.08557217001208871","0.03594854498015182","1.0","0.39285714285714285","0.5641025641025641","1.0","0.39285714271683675","1.0","1.0","0.9460575580596924","0.9176943898200989","0.9316601753234863"
"DeepSeek","Summarise","Volunteer 5","C12","15","15","0.16439797596107097","0.12032699754975029","0.06500151981545495","0.02740906704208833","1.0","0.4166666666666667","0.5882352941176471","0.9333333333333333","0.41666666655092593","0.9333333333333333","1.0","0.9494603276252747","0.9194682836532593","0.9342235922813416"
"DeepSeek","Interpret","Volunteer 5","C14","57","57","0.10363508770592211","0.04928831560952997","0.030720018754208853","0.013701006071820579","0.1694915254237288","0.12658227848101267","0.14492753623188406","0.9298245614035088","0.7037037036168268","0.9298245614035088","1.0","0.8455284237861633","0.8649259805679321","0.85511714220047"
"DeepSeek","Interpret","Volunteer 5","C15","54","54","0.15724868955512716","0.0734755066677601","0.0184662282010779","0.009302598867139826","0.16363636363636364","0.10975609756097561","0.13138686131386862","0.9259259259259259","0.6666666665843622","0.9259259259259259","1.0","0.8477522730827332","0.845079779624939","0.8464139699935913"
"Flash","Idea-to-Text","Volunteer 1","C2","45","45","0.022222222222222227","0.007106690545187016","0.004897285819159551","0.004089349842971759","0.044444444444444446","0.15384615384615385","0.06896551724137931","0.8666666666666667","3.7499999968749997","0.8666666666666667","1.0","0.849333643913269","0.8745336532592773","0.8617494702339172"
"Flash","Idea-to-Text","Volunteer 1","C3","50","50","0.14","0.07559289460184543","0.049193407340309844","0.022433948264456518","0.22","0.7857142857142857","0.34374999999999994","0.88","3.846153843195266","0.88","1.0","0.881189227104187","0.9157233834266663","0.8981244564056396"
"Flash","Summarise","Volunteer 1","C7","25","25","0.04684174192687123","0.020385251588778693","0.012436406011227388","0.005523452059636648","0.4642857142857143","0.15853658536585366","0.23636363636363636","1.0","0.30864197527053805","1.0","1.0","0.9115215539932251","0.871497392654419","0.8910602331161499"
"Flash","Summarise","Volunteer 1","C8","21","21","0.09892770816361943","0.045334371098828694","0.013098240011650253","0.00713634590516279","0.47619047619047616","0.18518518518518517","0.26666666666666666","1.0","0.38888888881687245","1.0","1.0","0.9117584228515625","0.8679993748664856","0.8893409967422485"
"Flash","Interpret","Volunteer 1","C13","81","81","0.20987654320987653","0.10243938285880988","0.051023346378345776","0.020314355729381603","0.15853658536585366","0.22413793103448276","0.18571428571428572","0.7901234567901234","1.3965517238971463","0.7901234567901234","0.9875","0.8495123386383057","0.8576198816299438","0.8535468578338623"
"Flash","Interpret","Volunteer 1","C14","79","79","0.2715193545139125","0.08238927747081981","0.04413183191729589","0.01822266407464535","0.21518987341772153","0.21518987341772153","0.21518987341772153","0.7848101265822784","0.9753086418549003","0.7848101265822784","1.0","0.8715570569038391","0.8870739340782166","0.8792470097541809"
"Flash","Idea-to-Text","Volunteer 2","C4","43","43","0.09302325581395347","0.01488233659121359","0.0081442818740725","0.00606212098164554","0.13953488372093023","0.4","0.2068965517241379","0.9302325581395349","3.0714285692346937","0.9302325581395349","1.0","0.8717480897903442","0.8926171064376831","0.8820592164993286"
"Flash","Idea-to-Text","Volunteer 2","C6","56","56","0.07142857142857141","0.011396057645963801","0.00621877969205663","0.004615406011134244","0.14285714285714285","0.6153846153846154","0.23188405797101452","0.8571428571428571","4.307692304378698","0.8571428571428571","1.0","0.874855637550354","0.9229756593704224","0.8982716202735901"
"Flash","Summarise","Volunteer 2","C10","25","25","0.09477110347284871","0.03058724212100358","0.009877709523392949","0.005675975396352468","0.48148148148148145","0.203125","0.2857142857142857","0.96","0.40983606550658425","0.96","1.0","0.920301616191864","0.8846793174743652","0.902138888835907"
"Flash","Summarise","Volunteer 2","C12","19","19","0.2581358785932531","0.17119193423023327","0.08898417965486469","0.03662771166913593","0.5789473684210527","0.3055555555555556","0.4000000000000001","0.8421052631578947","0.5277777776311728","0.8421052631578947","1.0","0.937407374382019","0.9091249704360962","0.9230496287345886"
"Flash","Interpret","Volunteer 2","C15","70","70","0.24416627627397386","0.077769651814075","0.042359911123298434","0.017645582950822254","0.2361111111111111","0.2073170731707317","0.22077922077922074","0.8428571428571429","0.8641975307575065","0.8428571428571429","1.0","0.8612465262413025","0.8565461039543152","0.8588898777961731"
"Flash","Interpret","Volunteer 2","C18","82","82","0.14634146341463414","0.013441297309091861","0.006089721934858096","0.0041118884481397685","0.15476190476190477","0.2826086956521739","0.19999999999999998","0.8292682926829268","1.8222222218172839","0.8292682926829268","1.0","0.8416072130203247","0.8875439167022705","0.8639653921127319"
"Flash","Idea-to-Text","Volunteer 3","C2","45","45","0.022222222222222227","0.007106690545187016","0.004897285819159551","0.004089349842971759","0.044444444444444446","0.15384615384615385","0.06896551724137931","0.8666666666666667","3.7499999968749997","0.8666666666666667","1.0","0.849333643913269","0.8745336532592773","0.8617494702339172"
"Flash","Idea-to-Text","Volunteer 3","C5","45","45","0.11111111111111109","0.050251890762960605","0.01804175521562868","0.010874186245524662","0.17777777777777778","0.5333333333333333","0.26666666666666666","0.8444444444444444","3.4615384588757396","0.8444444444444444","1.0","0.8824804425239563","0.912301778793335","0.8971433639526367"
"Flash","Summarise","Volunteer 3","C7","25","25","0.04684174192687123","0.020385251588778693","0.012436406011227388","0.005523452059636648","0.4642857142857143","0.15853658536585366","0.23636363636363636","1.0","0.30864197527053805","1.0","1.0","0.9115215539932251","0.871497392654419","0.8910602331161499"
"Flash","Summarise","Volunteer 3","C9","23","23","0.13364417606317933","0.0683238955020779","0.020441116366422908","0.011317954162793499","0.5217391304347826","0.26666666666666666","0.3529411764705882","1.0","0.5111111109975308","1.0","1.0","0.9200869202613831","0.8909071683883667","0.9052619338035583"
"Flash","Interpret","Volunteer 3","C16","75","75","0.2619938409849542","0.017025514030871776","0.006876058608650784","0.004384871079708218","0.19736842105263158","0.16304347826086957","0.17857142857142858","0.8","0.8333333332407408","0.8","0.972972972972973","0.8684129118919373","0.8604720830917358","0.8644242882728577"
"Flash","Interpret","Volunteer 3","C18","82","82","0.14634146341463414","0.013441297309091861","0.006089721934858096","0.0041118884481397685","0.15476190476190477","0.2826086956521739","0.19999999999999998","0.8292682926829268","1.8222222218172839","0.8292682926829268","1.0","0.8416072130203247","0.8875439167022705","0.8639653921127319"
"Flash","Idea-to-Text","Volunteer 4","C5","45","45","0.11111111111111109","0.050251890762960605","0.01804175521562868","0.010874186245524662","0.17777777777777778","0.5333333333333333","0.26666666666666666","0.8444444444444444","3.4615384588757396","0.8444444444444444","1.0","0.8824804425239563","0.912301778793335","0.8971433639526367"
"Flash","Idea-to-Text","Volunteer 4","C6","56","56","0.07142857142857141","0.011396057645963801","0.00621877969205663","0.004615406011134244","0.14285714285714285","0.6153846153846154","0.23188405797101452","0.8571428571428571","4.307692304378698","0.8571428571428571","1.0","0.874855637550354","0.9229756593704224","0.8982716202735901"
"Flash","Summarise","Volunteer 4","C8","21","21","0.09892770816361943","0.045334371098828694","0.013098240011650253","0.00713634590516279","0.47619047619047616","0.18518518518518517","0.26666666666666666","1.0","0.38888888881687245","1.0","1.0","0.9117584228515625","0.8679993748664856","0.8893409967422485"
"Flash","Summarise","Volunteer 4","C11","15","15","0.1401167948362273","0.020510998545298333","0.011080190693079786","0.008308411091446343","0.5333333333333333","0.2857142857142857","0.37209302325581395","1.0","0.5357142855229592","1.0","1.0","0.9321261048316956","0.9240780472755432","0.9280846118927002"
"Flash","Interpret","Volunteer 4","C16","75","75","0.2619938409849542","0.017025514030871776","0.006876058608650784","0.004384871079708218","0.19736842105263158","0.16304347826086957","0.17857142857142858","0.8","0.8333333332407408","0.8","0.972972972972973","0.8684129118919373","0.8604720830917358","0.8644242882728577"
"Flash","Interpret","Volunteer 4","C17","75","75","0.12000000000000001","0.05694947974514993","0.016439384525735286","0.008863005960162667","0.11842105263157894","0.2727272727272727","0.16513761467889906","0.84","2.343749999267578","0.84","1.0","0.84200519323349","0.88027423620224","0.8607145547866821"
"Flash","Idea-to-Text","Volunteer 5","C1","51","51","0.07843137254901959","0.03960590171906696","0.014738091335475037","0.009036923864070349","0.11764705882352941","0.46153846153846156","0.1875","0.8627450980392157","3.9230769200591715","0.8627450980392157","1.0","0.8633755445480347","0.8953943252563477","0.8790934681892395"
"Flash","Idea-to-Text","Volunteer 5","C4","43","43","0.09302325581395347","0.01488233659121359","0.0081442818740725","0.00606212098164554","0.13953488372093023","0.4","0.2068965517241379","0.9302325581395349","3.0714285692346937","0.9302325581395349","1.0","0.8717480897903442","0.8926171064376831","0.8820592164993286"
"Flash","Summarise","Volunteer 5","C11","15","15","0.1401167948362273","0.020510998545298333","0.011080190693079786","0.008308411091446343","0.5333333333333333","0.2857142857142857","0.37209302325581395","1.0","0.5357142855229592","1.0","1.0","0.9321261048316956","0.9240780472755432","0.9280846118927002"
"Flash","Summarise","Volunteer 5","C12","19","19","0.2581358785932531","0.17119193423023327","0.08898417965486469","0.03662771166913593","0.5789473684210527","0.3055555555555556","0.4000000000000001","0.8421052631578947","0.5277777776311728","0.8421052631578947","1.0","0.937407374382019","0.9091249704360962","0.9230496287345886"
"Flash","Interpret","Volunteer 5","C14","79","79","0.2715193545139125","0.08238927747081981","0.04413183191729589","0.01822266407464535","0.21518987341772153","0.21518987341772153","0.21518987341772153","0.7848101265822784","0.9753086418549003","0.7848101265822784","1.0","0.8715570569038391","0.8870739340782166","0.8792470097541809"
"Flash","Interpret","Volunteer 5","C15","70","70","0.24416627627397386","0.077769651814075","0.042359911123298434","0.017645582950822254","0.2361111111111111","0.2073170731707317","0.22077922077922074","0.8428571428571429","0.8641975307575065","0.8428571428571429","1.0","0.8612465262413025","0.8565461039543152","0.8588898777961731"
"Qwen","Idea-to-Text","Volunteer 1","C2","48","48","0.041666666666666664","0.00941554471443387","0.005776228383010543","0.0045491487595968995","0.10416666666666667","0.38461538461538464","0.16393442622950818","0.875","3.9999999966666664","0.875","1.0","0.8601137399673462","0.9024736881256104","0.8807846903800964"
"Qwen","Idea-to-Text","Volunteer 1","C3","55","55","0.18181818181818182","0.12974982402692048","0.08596517673190587","0.033246128899473676","0.19642857142857142","0.7857142857142857","0.3142857142857143","0.8909090909090909","4.230769227514792","0.8909090909090909","1.0","0.8796933889389038","0.924084484577179","0.9013426899909973"
"Qwen","Summarise","Volunteer 1","C7","41","41","0.14710728910513102","0.09120355332419301","0.06224809675209795","0.03932993018169278","0.3902439024390244","0.1951219512195122","0.26016260162601623","0.8536585365853658","0.5061728394436824","0.8536585365853658","1.0","0.9079247117042542","0.8822952508926392","0.8949264883995056"
"Qwen","Summarise","Volunteer 1","C8","38","38","0.224542690029498","0.12622581311423176","0.08344256994837307","0.05745244741148578","0.3157894736842105","0.2222222222222222","0.2608695652173913","0.9473684210526315","0.7037037035733882","0.9473684210526315","1.0","0.8918843865394592","0.8808059692382812","0.8863106369972229"
"Qwen","Interpret","Volunteer 1","C13","80","80","0.1625","0.014342112903322353","0.006412743814508478","0.004301899264839328","0.1111111111111111","0.15517241379310345","0.1294964028776978","0.85","1.379310344589774","0.85","1.0","0.834555447101593","0.8658238649368286","0.8499021530151367"
